genes	weight
CASP14	0.228485673666
C6orf15	0.218402773142
SCGB2A2	0.20404757559300002
CYP4F8	0.197897911072
FAM25A	0.193985849619
KLK9	0.191636115313
MOGAT2	0.18891215324400001
ANKRD30A	0.185427084565
PLUNC	0.184822306037
EPYC	0.18445731699499998
GRP	0.181075513363
MMP13	0.17737831175299998
SLC24A2	0.17482566833500002
LCE3D	0.173816978931
SLURP1	0.17356465756900002
KLK5	0.173049405217
CRCT1	0.172070369124
MAGEA4	0.17103768885099999
CSAG2	0.169616609812
S100A7A	0.16940647363699998
SI	0.165628999472
MAGEA11	0.165604457259
KRT75	0.163326755166
C5orf46	0.158976107836
CALML5	0.158913493156
PIP	0.158674821258
SERPINB7	0.157873496413
PGLYRP3	0.156073644757
MUCL1	0.153420582414
MAGEA9B	0.15259702503699998
LRRC15	0.152068048716
AGR3	0.15034361183599998
COL11A1	0.150199398398
KLK12	0.14921841025399998
PLA2G2F	0.149076402187
MMP3	0.148703932762
C20orf85	0.147856578231
TINAG	0.14762760698799998
KLK6	0.145037829876
PHGR1	0.144448429346
MUC2	0.14302806556199998
PAEP	0.143027156591
IBSP	0.14277438819399998
IGFL2	0.140575379133
KPNA7	0.139031484723
PRAC	0.13902428746200002
CST4	0.139006704092
LDLRAD1	0.137212246656
KLK8	0.137094810605
MMP10	0.136874705553
SMYD1	0.13646277785299998
SFTA3	0.13632191717599998
C10orf99	0.135814324021
ALPPL2	0.135584369302
ZIC5	0.13467361033
MAGEC2	0.1343383044
BPIL1	0.13387086987500002
MAGEA2	0.133341640234
CHRNA1	0.13325330615
COL10A1	0.133181467652
MAGEA3	0.132965281606
LOC150622	0.132499292493
CST1	0.131660580635
SCGB2A1	0.131274536252
SOX11	0.129611909389
S100A7	0.128767594695
ALPP	0.127949923277
CBLC	0.127931922674
PGLYRP4	0.127473175526
IGFL1	0.127285137773
CCL11	0.127179443836
SNTN	0.126570746303
EN1	0.126119509339
LOC100192378	0.125946730375
CSF2	0.125380337238
TFF1	0.124560467899
SRMS	0.12443272769500001
SPRR1A	0.124140709639
REG3A	0.124024137855
MUC17	0.12353789806399999
MAGEA1	0.12352239340500001
ANXA10	0.123224407434
PLA2G4E	0.123002000153
MAGEC1	0.122596397996
CLEC3A	0.12251855433
MMP1	0.12201821059000001
SPRR1B	0.121865235269
CACNG1	0.12166044115999998
KRT6B	0.12159255147
CEACAM7	0.12141636014
UGT1A8	0.12141188234099999
ROS1	0.12132696062300001
SCEL	0.120901584625
SLC6A14	0.120789594948
VGLL1	0.12054949253799999
MAGEA6	0.11998064070900001
ARL14	0.119145512581
AKR1B15	0.11914114654100001
MAGEA12	0.11913478374500001
CEACAM5	0.11885479092599999
KCNA1	0.11880420893400001
PAX1	0.118236079812
SLCO1B3	0.11784905940300001
LOC642587	0.11772082746
LEMD1	0.117263846099
UGT1A7	0.11715778708499999
SIM1	0.11711228638900001
IL22RA2	0.11696927249399999
PPAPDC1A	0.11583252996200001
C11orf53	0.11575865000499999
C17orf93	0.115666128695
SDR16C5	0.115440450609
PAX7	0.11444088816600001
C12orf36	0.11278962343900001
NKX3-2	0.112003400922
BARX1	0.11180994659700001
C11orf86	0.11139287054500001
IL1F5	0.11137367785
B3GNT6	0.11130832880699999
WFDC12	0.111140139401
ADAMTS12	0.110655672848
FAP	0.110611617565
CSAG1	0.110516503453
LGALS9B	0.11033022403699999
KRT6C	0.11032838374399999
ADIPOQ	0.11028503626599999
COMP	0.109285749495
SCGB1A1	0.108974806964
LGALS7B	0.108614467084
TEKT1	0.108304843307
SPINK4	0.10810471326099999
UGT1A3	0.10797714442
CACNG6	0.107889600098
GP2	0.107770428061
MS4A15	0.107659384608
MYBPC1	0.107394449413
ARHGEF38	0.10717908293
SERPINB5	0.10713596642
GPR1	0.106948561966
LPPR5	0.106619700789
C4orf7	0.106524191797
SPRR2G	0.106488958001
KRT20	0.10590311139799999
SLN	0.105871453881
KRT31	0.10584212094499999
UGT1A10	0.105811536312
HOXC13	0.105493552983
NTF4	0.105470120907
KRT6A	0.105418600142
FABP6	0.10490972548699999
OVOL2	0.10488267988
CRISP3	0.10473258048299999
SERPINB4	0.104574091733
CSAG3	0.10445319861199999
HOXC11	0.104332208633
MMP12	0.104023724794
NKX2-5	0.103998295963
KRTDAP	0.103891126812
SHOX2	0.103841274977
LY6D	0.103772386909
