genes	weight
ATP6V1G2	0.032836378436206674
ATP1B2	0.032605751681358416
DCLK2	0.03229106337167673
CYP46A1	0.030947364039551443
ELAVL3	0.030932390543824025
NAP1L3	0.030877007483238787
NRSN1	0.03022901966909643
CRB1	0.03017769753330498
BAI3	0.03015716544606189
JPH4	0.030040127512742758
FAM123A	0.029811966339878693
BSN	0.029782676825424743
GDAP1L1	0.029724360152110926
STMN4	0.029724187736030187
ATCAY	0.029574889296445993
ASTN1	0.029540670549859982
TCEAL5	0.02941091160726983
ZDHHC22	0.02939224735828138
GPM6A	0.029392099231907387
FXYD6	0.029366783521837938
UNC80	0.02921509780371115
GFAP	0.029187497840076612
CACNG7	0.02917330146048408
MAPK8IP1	0.029161436742056637
ADCYAP1R1	0.02910694888833238
LRRTM3	0.02886370047283705
DPP6	0.028853454656005213
HAPLN2	0.028821499216374277
PSD2	0.02880060513013341
PDZD4	0.028782961800297806
SYT11	0.028734474688086976
GABRG1	0.028727205424931342
KIAA1409	0.028712738951199294
SLC35F1	0.028682628272533737
ACTL6B	0.028591757511899844
SCG3	0.028528821823678257
SLC7A14	0.028523861167088587
SCRT1	0.028502532206206032
HMP19	0.02844286943328724
CMTM5	0.02840122912042787
SYP	0.02839606055127428
SLC22A17	0.028357539663439364
FMN2	0.02827883094991272
BEX1	0.028262983667406618
NTRK3	0.02819458520064566
CLIP3	0.02818797213916848
TNR	0.028183536414541105
KCNIP1	0.028162095466329192
C8orf46	0.028141724483122958
GRM3	0.028104245253294854
ATP1A2	0.028095587146710125
TUB	0.028071410777390667
SLCO1C1	0.02804402663720605
KCNC1	0.02803619308350176
LOC728392	0.0280174954366772
NCAN	0.027895411343841908
DDX25	0.027847287525047674
SRRM4	0.027831399758917158
ANK2	0.027823993644316446
GPR162	0.02781024649357404
NOVA1	0.027782207977075174
ANKS1B	0.027754826874433463
NCAM1	0.027722572773751415
RND2	0.027699403199521185
GNG7	0.027679893618458698
BTBD17	0.027653126310147647
ACCN4	0.027652822416558063
GRIA4	0.027622193829352347
SPTBN4	0.02754009146578641
GPR17	0.027519596989033217
COL20A1	0.027495396961215904
SNAP25	0.027489373283162387
PMP2	0.027488345067368115
CADM2	0.027437975430214683
CEND1	0.027421962969463226
LRRC4B	0.02740517185710425
NRXN2	0.02737415013494129
SEZ6L	0.027363711880112333
RPH3A	0.02735294786716923
CNTN2	0.027340629254106692
CDH10	0.027308267591095826
SEZ6	0.027283008871291408
RFX4	0.027281967678761974
DLG2	0.027212225731210942
MAP6	0.027137549162359716
GPR123	0.02711247240196024
TCEAL2	0.02711210764095218
PHF21B	0.027110267647594184
FAM107A	0.027096846536317262
TMEM59L	0.02709278016539433
GSG1L	0.027071964615476497
GRIA2	0.027067148072512648
SHISA7	0.02701628350767784
PURG	0.027007091994266968
SCN3B	0.026949892830634425
KCNB1	0.02694502378110529
SLC12A5	0.02693382541616644
DTNA	0.02689209203470782
NPAS3	0.026862876748027845
PCDH9	0.026831175915888884
MYT1L	0.02681222547423668
NLGN3	0.0268058466250149
WDR17	0.026784195535756082
RTN1	0.02677275839792817
KCNQ2	0.02672430219102964
ST8SIA3	0.026680264131979364
RNF112	0.02667273153166393
GRIK4	0.026669961690517104
CTNNA2	0.026669743229346583
GPRASP1	0.026654318430639697
LOC100128239	0.02664194124905437
CORO2B	0.02663945359649845
PCDHGC4	0.02663687815853454
LOC643763	0.026634757949904792
PCDH10	0.026611770708459374
DUSP26	0.02660419843847598
KIF5A	0.02659121279862312
WSCD1	0.026532545381187204
ELMOD1	0.026527844814162885
SORCS3	0.02651783701760041
MRO	0.02650113205852536
SNAP91	0.02648809473007739
SERP2	0.026477975028551527
PPM1E	0.02646395977925868
MAPT	0.02641016670705279
LOC645323	0.026386280915201385
SYT6	0.02638549412459412
GDF1	0.02636989749472843
DCX	0.026352621350709454
FAM135B	0.026310587806786887
EFHA2	0.02630212285579752
OLIG2	0.026297527460872702
MOG	0.02629398964816277
RAB6B	0.026267001252681967
PHYHIPL	0.026237300257933832
C12orf53	0.026232323752100464
GRIA1	0.02622323389688442
C16orf45	0.0262111503007998
HEPACAM	0.026181893833639062
DGKB	0.026178349251228788
CRMP1	0.026170058668403898
LASS1	0.026155067240646267
SCRG1	0.02615368839828136
FAM5B	0.026150152250635616
LGI1	0.02613860302308073
B3GAT1	0.02607365953375813
MGC42105	0.02605694937264591
SPHKAP	0.026049710038221124
KIF5C	0.02602149330501046
SALL2	0.025956259365248563
PLP1	0.02595500827373853
CA10	0.025942609538239896
OPCML	0.02593289108954652
HEPN1	0.025923962949541662
AKAP6	0.025911870538533343
CDH20	0.025901170326260527
RGAG4	0.02586703324127645
C6orf174	0.02583998210862807
NRXN1	0.025836498478544075
C7orf51	0.025796835628897823
LRRC3B	0.025796050681341415
MSTN	0.02579072099109276
MAP1A	0.02577022339559399
PPFIA2	0.025719561759722037
NOL4	0.025716597946428013
SLITRK1	0.02571147035841077
GNAO1	0.02565413562250373
DPYSL5	0.02565356984788758
OLIG1	0.025613583156535474
RNF180	0.0255615163521446
