geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0048024	regulation of mRNA splicing, via spliceosome	http://amigo.geneontology.org/amigo/term/GO:0048024	8	3	0.1188118811881188	25.25	1.6546430330288686e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:1903311	regulation of mRNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:1903311	22	4	0.3267326732673267	12.242424242424244	2.6338045256502074e-4	0.5443491425483676	7356;11189;84530;202559	SCGB1A1;CELF3;KHDRBS2;SRRM4
GO:0050684	regulation of mRNA processing	http://amigo.geneontology.org/amigo/term/GO:0050684	10	3	0.1485148514851485	20.2	3.471180330993917e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:0043484	regulation of RNA splicing	http://amigo.geneontology.org/amigo/term/GO:0043484	12	3	0.1782178217821782	16.833333333333336	6.23028776625012e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:0000375	RNA splicing, via transesterification reactions	http://amigo.geneontology.org/amigo/term/GO:0000375	12	3	0.1782178217821782	16.833333333333336	6.23028776625012e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	http://amigo.geneontology.org/amigo/term/GO:0000377	12	3	0.1782178217821782	16.833333333333336	6.23028776625012e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:0000398	mRNA splicing, via spliceosome	http://amigo.geneontology.org/amigo/term/GO:0000398	12	3	0.1782178217821782	16.833333333333336	6.23028776625012e-4	0.5443491425483676	11189;84530;202559	CELF3;KHDRBS2;SRRM4
GO:0097065	anterior head development	http://amigo.geneontology.org/amigo/term/GO:0097065	4	2	0.0594059405940594	33.66666666666667	0.0012768684872781488	0.9761659585241448	653;1280	BMP5;COL2A1
GO:0048521	negative regulation of behavior	http://amigo.geneontology.org/amigo/term/GO:0048521	5	2	0.07425742574257425	26.933333333333334	0.002107777755971707	1	1813;7200	TRH;DRD2
GO:0008380	RNA splicing	http://amigo.geneontology.org/amigo/term/GO:0008380	18	3	0.26732673267326734	11.222222222222221	0.0021687228723653584	1	11189;84530;202559	CELF3;KHDRBS2;SRRM4
