	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2860.71666968	2815.13321816	0.001	50	10	1.0	1218	2	300
1	2743.80478103	2745.43714289	0.001	50	10	1.0	1218	2	300
2	2720.70711274	2719.46099538	0.001	50	10	1.0	1218	2	300
3	2708.48292766	2706.05078779	0.001	50	10	1.0	1218	2	300
4	2699.65838364	2700.453125	0.001	50	10	1.0	1218	2	300
5	2693.65860882	2696.22787003	0.001	50	10	1.0	1218	2	300
6	2689.36799937	2689.41846777	0.001	50	10	1.0	1218	2	300
7	2685.77303764	2688.45382241	0.001	50	10	1.0	1218	2	300
8	2682.86839671	2689.07103325	0.001	50	10	1.0	1218	2	300
9	2680.08001554	2683.17284736	0.001	50	10	1.0	1218	2	300
