	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2888.98760278	2882.3302247	0.0015	100	25	0.1	2121	2	300
1	2749.87102038	2785.12592755	0.0015	100	25	0.1	2121	2	300
2	2724.67946688	2740.76193442	0.0015	100	25	0.1	2121	2	300
3	2710.03593263	2725.27957089	0.0015	100	25	0.1	2121	2	300
4	2701.87821821	2717.76205719	0.0015	100	25	0.1	2121	2	300
5	2695.28641171	2710.4081121	0.0015	100	25	0.1	2121	2	300
6	2690.07921073	2705.52010449	0.0015	100	25	0.1	2121	2	300
7	2686.6960962	2698.68533121	0.0015	100	25	0.1	2121	2	300
8	2684.04452601	2695.33009446	0.0015	100	25	0.1	2121	2	300
9	2681.02057779	2694.96276412	0.0015	100	25	0.1	2121	2	300
10	2678.24355034	2689.49292692	0.0015	100	25	0.1	2121	2	300
11	2675.66228408	2691.01689985	0.0015	100	25	0.1	2121	2	300
12	2674.84612519	2688.06250513	0.0015	100	25	0.1	2121	2	300
13	2672.88146826	2687.41840895	0.0015	100	25	0.1	2121	2	300
14	2671.53476565	2685.27010822	0.0015	100	25	0.1	2121	2	300
15	2670.27128062	2683.49943329	0.0015	100	25	0.1	2121	2	300
16	2669.40106972	2681.60228932	0.0015	100	25	0.1	2121	2	300
17	2667.92534173	2681.71993056	0.0015	100	25	0.1	2121	2	300
18	2667.51277875	2680.45995534	0.0015	100	25	0.1	2121	2	300
19	2666.27727019	2679.72216704	0.0015	100	25	0.1	2121	2	300
20	2665.57783106	2679.46020368	0.0015	100	25	0.1	2121	2	300
21	2664.83582364	2680.83474854	0.0015	100	25	0.1	2121	2	300
22	2664.49485305	2679.2815707	0.0015	100	25	0.1	2121	2	300
23	2663.63494005	2676.76368728	0.0015	100	25	0.1	2121	2	300
24	2663.07721463	2676.5216893	0.0015	100	25	0.1	2121	2	300
