	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2825.63932465	2789.43394806	0.002	50	10	0.05	591	2	300
1	2729.28892939	2724.20071207	0.002	50	10	0.05	591	2	300
2	2708.28350765	2701.36456497	0.002	50	10	0.05	591	2	300
3	2698.65730723	2694.10787281	0.002	50	10	0.05	591	2	300
4	2692.31934922	2687.76415362	0.002	50	10	0.05	591	2	300
5	2688.11655439	2682.13490147	0.002	50	10	0.05	591	2	300
6	2683.77166928	2681.75346745	0.002	50	10	0.05	591	2	300
7	2681.73043013	2679.58882097	0.002	50	10	0.05	591	2	300
8	2679.07541053	2676.92378891	0.002	50	10	0.05	591	2	300
9	2677.21002194	2675.08952025	0.002	50	10	0.05	591	2	300
