	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2950.27781543	2932.41740951	0.001	128	50	0.01	5643	2	300
1	2776.23093086	2830.85906737	0.001	128	50	0.01	5643	2	300
2	2744.39315651	2788.10097899	0.001	128	50	0.01	5643	2	300
3	2726.42266142	2753.87666977	0.001	128	50	0.01	5643	2	300
4	2715.51464208	2743.40050639	0.001	128	50	0.01	5643	2	300
5	2706.68925245	2735.30809146	0.001	128	50	0.01	5643	2	300
6	2700.57950143	2721.02704639	0.001	128	50	0.01	5643	2	300
7	2695.92452447	2716.69517759	0.001	128	50	0.01	5643	2	300
8	2692.01211003	2708.59972001	0.001	128	50	0.01	5643	2	300
9	2688.98038772	2708.98988053	0.001	128	50	0.01	5643	2	300
10	2686.54178023	2705.7057704	0.001	128	50	0.01	5643	2	300
11	2683.81821704	2703.44459035	0.001	128	50	0.01	5643	2	300
12	2681.95518742	2700.9455305	0.001	128	50	0.01	5643	2	300
13	2679.77092109	2698.37077865	0.001	128	50	0.01	5643	2	300
14	2678.0856039	2697.58496887	0.001	128	50	0.01	5643	2	300
15	2676.26250797	2693.22944784	0.001	128	50	0.01	5643	2	300
16	2675.4174647	2693.60232293	0.001	128	50	0.01	5643	2	300
17	2674.1037435	2694.93985411	0.001	128	50	0.01	5643	2	300
18	2672.9442629	2690.89008584	0.001	128	50	0.01	5643	2	300
19	2671.44121531	2692.81380613	0.001	128	50	0.01	5643	2	300
20	2670.41568509	2689.27581309	0.001	128	50	0.01	5643	2	300
21	2669.35977613	2687.83609528	0.001	128	50	0.01	5643	2	300
22	2668.37400245	2687.71526668	0.001	128	50	0.01	5643	2	300
23	2667.65797286	2687.1263276	0.001	128	50	0.01	5643	2	300
24	2666.84633758	2686.19231653	0.001	128	50	0.01	5643	2	300
25	2666.08309447	2686.71362445	0.001	128	50	0.01	5643	2	300
26	2665.29941515	2683.4210002	0.001	128	50	0.01	5643	2	300
27	2664.74576513	2685.27962317	0.001	128	50	0.01	5643	2	300
28	2664.23240686	2684.99958641	0.001	128	50	0.01	5643	2	300
29	2663.44003395	2682.85759413	0.001	128	50	0.01	5643	2	300
30	2663.05714914	2682.58183099	0.001	128	50	0.01	5643	2	300
31	2662.47827727	2681.93996661	0.001	128	50	0.01	5643	2	300
32	2662.03211695	2680.8024711	0.001	128	50	0.01	5643	2	300
33	2661.87184	2681.5815509	0.001	128	50	0.01	5643	2	300
34	2660.99518052	2682.1000225	0.001	128	50	0.01	5643	2	300
35	2660.85345618	2679.87811268	0.001	128	50	0.01	5643	2	300
36	2660.32929611	2679.65068611	0.001	128	50	0.01	5643	2	300
37	2659.91005709	2678.98894085	0.001	128	50	0.01	5643	2	300
38	2659.4551452	2678.72205313	0.001	128	50	0.01	5643	2	300
39	2659.16710491	2678.41891497	0.001	128	50	0.01	5643	2	300
40	2659.16198644	2678.41583124	0.001	128	50	0.01	5643	2	300
41	2658.3122389	2677.62691998	0.001	128	50	0.01	5643	2	300
42	2657.84140941	2678.12677247	0.001	128	50	0.01	5643	2	300
43	2657.73386623	2677.43598521	0.001	128	50	0.01	5643	2	300
44	2657.45767131	2678.19812315	0.001	128	50	0.01	5643	2	300
45	2657.36456778	2676.7583764	0.001	128	50	0.01	5643	2	300
46	2656.79986865	2676.60283175	0.001	128	50	0.01	5643	2	300
47	2656.59247068	2676.87651666	0.001	128	50	0.01	5643	2	300
48	2656.55454762	2678.15691287	0.001	128	50	0.01	5643	2	300
49	2656.17216357	2676.74551304	0.001	128	50	0.01	5643	2	300
