	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2959.15069608	2904.83962855	0.001	128	25	0.1	2457	2	300
1	2777.30955457	2817.87921108	0.001	128	25	0.1	2457	2	300
2	2745.11462357	2770.31096747	0.001	128	25	0.1	2457	2	300
3	2728.09347025	2746.00476378	0.001	128	25	0.1	2457	2	300
4	2716.6513889	2722.59092674	0.001	128	25	0.1	2457	2	300
5	2708.67410821	2711.63924558	0.001	128	25	0.1	2457	2	300
6	2701.84963829	2704.64181069	0.001	128	25	0.1	2457	2	300
7	2697.20503943	2699.53951904	0.001	128	25	0.1	2457	2	300
8	2692.91814265	2692.09194392	0.001	128	25	0.1	2457	2	300
9	2690.08565414	2689.51645125	0.001	128	25	0.1	2457	2	300
10	2687.5109903	2687.17584614	0.001	128	25	0.1	2457	2	300
11	2684.79698175	2684.22516348	0.001	128	25	0.1	2457	2	300
12	2682.66044303	2682.30398775	0.001	128	25	0.1	2457	2	300
13	2680.86710326	2679.84312821	0.001	128	25	0.1	2457	2	300
14	2679.16644978	2680.53437061	0.001	128	25	0.1	2457	2	300
15	2677.561226	2678.64345432	0.001	128	25	0.1	2457	2	300
16	2675.93508795	2678.84411784	0.001	128	25	0.1	2457	2	300
17	2674.91571059	2673.72656904	0.001	128	25	0.1	2457	2	300
18	2673.77718377	2673.91996342	0.001	128	25	0.1	2457	2	300
19	2672.53691257	2673.05552029	0.001	128	25	0.1	2457	2	300
20	2671.73092028	2671.47346056	0.001	128	25	0.1	2457	2	300
21	2670.56164039	2673.98170766	0.001	128	25	0.1	2457	2	300
22	2669.86026392	2670.21485775	0.001	128	25	0.1	2457	2	300
23	2668.8644203	2668.48972695	0.001	128	25	0.1	2457	2	300
24	2668.00883912	2667.87362665	0.001	128	25	0.1	2457	2	300
