	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2915.17266422	2899.70058977	0.0015	128	25	1.0	909	2	300
1	2760.9931437	2796.10576144	0.0015	128	25	1.0	909	2	300
2	2731.14222113	2747.96332149	0.0015	128	25	1.0	909	2	300
3	2716.21661934	2726.10619137	0.0015	128	25	1.0	909	2	300
4	2706.25398831	2711.74810896	0.0015	128	25	1.0	909	2	300
5	2698.81712096	2700.06338927	0.0015	128	25	1.0	909	2	300
6	2693.53792459	2693.61671882	0.0015	128	25	1.0	909	2	300
7	2689.59817955	2688.30836175	0.0015	128	25	1.0	909	2	300
8	2686.93573364	2684.1633889	0.0015	128	25	1.0	909	2	300
9	2683.28359814	2683.98465929	0.0015	128	25	1.0	909	2	300
10	2681.33586444	2679.24810429	0.0015	128	25	1.0	909	2	300
11	2678.95458857	2675.88117634	0.0015	128	25	1.0	909	2	300
12	2677.29717117	2674.78066789	0.0015	128	25	1.0	909	2	300
13	2675.45984679	2673.11582535	0.0015	128	25	1.0	909	2	300
14	2673.9572299	2670.87765007	0.0015	128	25	1.0	909	2	300
15	2672.67610048	2671.56486905	0.0015	128	25	1.0	909	2	300
16	2671.24505548	2669.86808517	0.0015	128	25	1.0	909	2	300
17	2670.15327508	2669.3962477	0.0015	128	25	1.0	909	2	300
18	2669.31579168	2668.94159344	0.0015	128	25	1.0	909	2	300
19	2668.32822104	2669.19275533	0.0015	128	25	1.0	909	2	300
20	2667.50532381	2666.53451999	0.0015	128	25	1.0	909	2	300
21	2666.50936239	2664.63457283	0.0015	128	25	1.0	909	2	300
22	2665.94063168	2664.58762174	0.0015	128	25	1.0	909	2	300
23	2665.50969656	2663.49037442	0.0015	128	25	1.0	909	2	300
24	2664.38661672	2662.35349649	0.0015	128	25	1.0	909	2	300
