	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2882.64063213	2926.86086225	0.0025	128	10	1.0	9568	2	300
1	2745.82079583	2782.48653492	0.0025	128	10	1.0	9568	2	300
2	2719.21509738	2762.1164056	0.0025	128	10	1.0	9568	2	300
3	2704.32684617	2729.09047534	0.0025	128	10	1.0	9568	2	300
4	2696.10694008	2713.78512684	0.0025	128	10	1.0	9568	2	300
5	2690.05306073	2711.96684402	0.0025	128	10	1.0	9568	2	300
6	2686.54754639	2700.97948098	0.0025	128	10	1.0	9568	2	300
7	2683.07303591	2691.19411747	0.0025	128	10	1.0	9568	2	300
8	2679.52404299	2691.27521137	0.0025	128	10	1.0	9568	2	300
9	2677.59087548	2687.04826515	0.0025	128	10	1.0	9568	2	300
