	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2892.89221037	2929.04443406	0.002	128	50	1.0	3917	2	300
1	2751.28057785	2805.16647263	0.002	128	50	1.0	3917	2	300
2	2724.2155069	2751.52903826	0.002	128	50	1.0	3917	2	300
3	2709.45382433	2738.84701626	0.002	128	50	1.0	3917	2	300
4	2699.74865452	2720.32118963	0.002	128	50	1.0	3917	2	300
5	2693.33752935	2712.64814855	0.002	128	50	1.0	3917	2	300
6	2688.06631511	2707.54822221	0.002	128	50	1.0	3917	2	300
7	2684.92605716	2701.2974123	0.002	128	50	1.0	3917	2	300
8	2681.5170124	2697.79387109	0.002	128	50	1.0	3917	2	300
9	2678.4636529	2694.68057303	0.002	128	50	1.0	3917	2	300
10	2676.54538593	2690.95807317	0.002	128	50	1.0	3917	2	300
11	2674.42526633	2686.58239863	0.002	128	50	1.0	3917	2	300
12	2672.54244603	2687.02684613	0.002	128	50	1.0	3917	2	300
13	2671.05098628	2687.29532473	0.002	128	50	1.0	3917	2	300
14	2670.29918431	2686.82079798	0.002	128	50	1.0	3917	2	300
15	2669.5250776	2683.7257876	0.002	128	50	1.0	3917	2	300
16	2667.9981105	2680.5077154	0.002	128	50	1.0	3917	2	300
17	2666.50366024	2681.21680574	0.002	128	50	1.0	3917	2	300
18	2665.70612223	2678.81321048	0.002	128	50	1.0	3917	2	300
19	2665.31474068	2681.48502013	0.002	128	50	1.0	3917	2	300
20	2664.65136939	2680.50862941	0.002	128	50	1.0	3917	2	300
21	2663.68995142	2678.31025699	0.002	128	50	1.0	3917	2	300
22	2663.42410637	2681.25629584	0.002	128	50	1.0	3917	2	300
23	2662.64143614	2677.67360779	0.002	128	50	1.0	3917	2	300
24	2662.05282808	2676.31157199	0.002	128	50	1.0	3917	2	300
25	2661.95374068	2677.68819601	0.002	128	50	1.0	3917	2	300
26	2661.19612045	2675.64773775	0.002	128	50	1.0	3917	2	300
27	2661.08214039	2673.70793359	0.002	128	50	1.0	3917	2	300
28	2660.20415489	2676.84634685	0.002	128	50	1.0	3917	2	300
29	2659.99192274	2673.5939736	0.002	128	50	1.0	3917	2	300
30	2660.05013019	2677.2437359	0.002	128	50	1.0	3917	2	300
31	2659.16901083	2671.96949876	0.002	128	50	1.0	3917	2	300
32	2659.154281	2673.72738548	0.002	128	50	1.0	3917	2	300
33	2658.84717331	2672.59737196	0.002	128	50	1.0	3917	2	300
34	2658.03892117	2673.30950683	0.002	128	50	1.0	3917	2	300
35	2658.20241296	2671.64076644	0.002	128	50	1.0	3917	2	300
36	2657.93372299	2670.50553914	0.002	128	50	1.0	3917	2	300
37	2657.83596043	2673.9576493	0.002	128	50	1.0	3917	2	300
38	2657.66754793	2672.28951624	0.002	128	50	1.0	3917	2	300
39	2657.47017511	2673.12368967	0.002	128	50	1.0	3917	2	300
40	2657.00588666	2670.72711847	0.002	128	50	1.0	3917	2	300
41	2656.84171611	2671.72178892	0.002	128	50	1.0	3917	2	300
42	2656.62636193	2673.97003979	0.002	128	50	1.0	3917	2	300
43	2656.37046533	2670.55833607	0.002	128	50	1.0	3917	2	300
44	2656.63307257	2670.80659721	0.002	128	50	1.0	3917	2	300
45	2656.94095008	2672.29515201	0.002	128	50	1.0	3917	2	300
46	2655.95502151	2670.68619994	0.002	128	50	1.0	3917	2	300
47	2656.35147507	2670.40492753	0.002	128	50	1.0	3917	2	300
48	2655.20382482	2671.28566974	0.002	128	50	1.0	3917	2	300
49	2656.0497684	2671.36425361	0.002	128	50	1.0	3917	2	300
