	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2927.00476872	3126.19647018	0.0025	200	25	0.1	7074	2	300
1	2769.04532039	2863.83930692	0.0025	200	25	0.1	7074	2	300
2	2737.55276374	2788.3669527	0.0025	200	25	0.1	7074	2	300
3	2721.09637421	2751.78482995	0.0025	200	25	0.1	7074	2	300
4	2709.73611967	2724.23482874	0.0025	200	25	0.1	7074	2	300
5	2701.97740331	2709.78018801	0.0025	200	25	0.1	7074	2	300
6	2696.64414749	2710.49378912	0.0025	200	25	0.1	7074	2	300
7	2691.91703703	2697.15660337	0.0025	200	25	0.1	7074	2	300
8	2690.19713747	2693.28144373	0.0025	200	25	0.1	7074	2	300
9	2686.34179081	2691.61956542	0.0025	200	25	0.1	7074	2	300
10	2684.15584077	2693.54586063	0.0025	200	25	0.1	7074	2	300
11	2681.26779752	2683.33587728	0.0025	200	25	0.1	7074	2	300
12	2678.69976456	2680.38894916	0.0025	200	25	0.1	7074	2	300
13	2677.46556829	2680.68237631	0.0025	200	25	0.1	7074	2	300
14	2676.43049062	2679.23960232	0.0025	200	25	0.1	7074	2	300
15	2675.62615301	2676.62243396	0.0025	200	25	0.1	7074	2	300
16	2673.56285051	2674.11733081	0.0025	200	25	0.1	7074	2	300
17	2672.55771346	2674.78814662	0.0025	200	25	0.1	7074	2	300
18	2671.6695209	2676.67847847	0.0025	200	25	0.1	7074	2	300
19	2671.44983469	2671.19196689	0.0025	200	25	0.1	7074	2	300
20	2669.58233787	2671.43523785	0.0025	200	25	0.1	7074	2	300
21	2668.52233841	2670.97740042	0.0025	200	25	0.1	7074	2	300
22	2667.71815745	2671.61202787	0.0025	200	25	0.1	7074	2	300
23	2667.40955081	2675.31573451	0.0025	200	25	0.1	7074	2	300
24	2668.40931186	2675.18575694	0.0025	200	25	0.1	7074	2	300
