	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2950.93749362	2923.32979757	0.001	128	50	1.0	1072	2	300
1	2778.76245854	2817.06294067	0.001	128	50	1.0	1072	2	300
2	2746.03524796	2765.81638991	0.001	128	50	1.0	1072	2	300
3	2728.98964287	2740.43962118	0.001	128	50	1.0	1072	2	300
4	2717.42105486	2726.0463349	0.001	128	50	1.0	1072	2	300
5	2708.98283328	2713.78594562	0.001	128	50	1.0	1072	2	300
6	2702.84052718	2709.50629117	0.001	128	50	1.0	1072	2	300
7	2697.57361347	2699.26722428	0.001	128	50	1.0	1072	2	300
8	2693.91229607	2698.79879265	0.001	128	50	1.0	1072	2	300
9	2690.16452593	2694.92735159	0.001	128	50	1.0	1072	2	300
10	2687.35668764	2689.57309094	0.001	128	50	1.0	1072	2	300
11	2685.26564998	2687.35730611	0.001	128	50	1.0	1072	2	300
12	2683.11952628	2685.76481509	0.001	128	50	1.0	1072	2	300
13	2681.01416661	2683.88715335	0.001	128	50	1.0	1072	2	300
14	2679.13056157	2684.2613397	0.001	128	50	1.0	1072	2	300
15	2677.67904816	2681.29806163	0.001	128	50	1.0	1072	2	300
16	2676.21026263	2679.44043436	0.001	128	50	1.0	1072	2	300
17	2674.54140467	2676.87292177	0.001	128	50	1.0	1072	2	300
18	2673.94120353	2676.12899821	0.001	128	50	1.0	1072	2	300
19	2672.17883756	2675.39973149	0.001	128	50	1.0	1072	2	300
20	2671.16606607	2673.45870242	0.001	128	50	1.0	1072	2	300
21	2670.20984238	2674.24853189	0.001	128	50	1.0	1072	2	300
22	2669.36012018	2673.3460523	0.001	128	50	1.0	1072	2	300
23	2668.85125308	2674.33035214	0.001	128	50	1.0	1072	2	300
24	2667.6573959	2672.77729147	0.001	128	50	1.0	1072	2	300
25	2667.38268373	2670.60272345	0.001	128	50	1.0	1072	2	300
26	2666.14492945	2669.95808017	0.001	128	50	1.0	1072	2	300
27	2665.55017379	2671.52616086	0.001	128	50	1.0	1072	2	300
28	2665.25451765	2671.33833549	0.001	128	50	1.0	1072	2	300
29	2664.85873092	2668.55030371	0.001	128	50	1.0	1072	2	300
30	2664.18061185	2668.41576542	0.001	128	50	1.0	1072	2	300
31	2663.57019625	2667.54508339	0.001	128	50	1.0	1072	2	300
32	2663.24461272	2667.29740856	0.001	128	50	1.0	1072	2	300
33	2662.55412486	2665.56383881	0.001	128	50	1.0	1072	2	300
34	2662.27906272	2666.54018797	0.001	128	50	1.0	1072	2	300
35	2661.5554387	2666.35876115	0.001	128	50	1.0	1072	2	300
36	2661.30910641	2666.90116926	0.001	128	50	1.0	1072	2	300
37	2661.16908459	2665.28337864	0.001	128	50	1.0	1072	2	300
38	2660.63345656	2665.6111512	0.001	128	50	1.0	1072	2	300
39	2660.15176804	2663.99572871	0.001	128	50	1.0	1072	2	300
40	2660.34278246	2664.63719816	0.001	128	50	1.0	1072	2	300
41	2659.9081871	2664.49796052	0.001	128	50	1.0	1072	2	300
42	2659.38829484	2664.3155702	0.001	128	50	1.0	1072	2	300
43	2659.35816133	2663.64433472	0.001	128	50	1.0	1072	2	300
44	2658.89552724	2662.43633438	0.001	128	50	1.0	1072	2	300
45	2658.31237916	2662.39017406	0.001	128	50	1.0	1072	2	300
46	2658.08086055	2662.43327352	0.001	128	50	1.0	1072	2	300
47	2658.0596453	2662.55156735	0.001	128	50	1.0	1072	2	300
48	2657.54483678	2662.43959317	0.001	128	50	1.0	1072	2	300
49	2657.54371061	2663.64528795	0.001	128	50	1.0	1072	2	300
