	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2994.46876899	2941.09358475	0.0005	100	25	0.01	2563	2	300
1	2802.21716577	2834.07692717	0.0005	100	25	0.01	2563	2	300
2	2765.56808613	2770.99891934	0.0005	100	25	0.01	2563	2	300
3	2747.46480254	2750.35395442	0.0005	100	25	0.01	2563	2	300
4	2734.96294299	2731.7997314	0.0005	100	25	0.01	2563	2	300
5	2725.04077146	2725.68756489	0.0005	100	25	0.01	2563	2	300
6	2717.52174701	2712.87145646	0.0005	100	25	0.01	2563	2	300
7	2711.16011594	2709.7325003	0.0005	100	25	0.01	2563	2	300
8	2706.35639712	2706.20173391	0.0005	100	25	0.01	2563	2	300
9	2702.53688858	2700.71119284	0.0005	100	25	0.01	2563	2	300
10	2699.37505286	2696.37358697	0.0005	100	25	0.01	2563	2	300
11	2696.17931212	2694.97770385	0.0005	100	25	0.01	2563	2	300
12	2694.10585074	2692.76452613	0.0005	100	25	0.01	2563	2	300
13	2691.281477	2691.16498351	0.0005	100	25	0.01	2563	2	300
14	2689.27406716	2689.19613828	0.0005	100	25	0.01	2563	2	300
15	2687.50743551	2687.55932664	0.0005	100	25	0.01	2563	2	300
16	2686.04202694	2685.08987689	0.0005	100	25	0.01	2563	2	300
17	2684.03113207	2684.11901412	0.0005	100	25	0.01	2563	2	300
18	2682.80451168	2682.8104129	0.0005	100	25	0.01	2563	2	300
19	2681.20570895	2682.27853224	0.0005	100	25	0.01	2563	2	300
20	2680.06483499	2680.16992001	0.0005	100	25	0.01	2563	2	300
21	2678.77947625	2679.11558588	0.0005	100	25	0.01	2563	2	300
22	2677.60214374	2677.92733199	0.0005	100	25	0.01	2563	2	300
23	2676.50327278	2677.83538247	0.0005	100	25	0.01	2563	2	300
24	2675.70342952	2676.2565073	0.0005	100	25	0.01	2563	2	300
