geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0046415	urate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046415	8	4	0.11287128712871287	35.43859649122807	2.3916481026731162e-6	0.014627319795948779	6568;10786;55867;116085	SLC22A11;SLC17A3;SLC17A1;SLC22A12
GO:0015739	sialic acid transport	http://amigo.geneontology.org/amigo/term/GO:0015739	4	3	0.05643564356435644	53.1578947368421	1.0550792902241923e-5	0.0322643246950558	6568;10246;10786	SLC17A3;SLC17A1;SLC17A2
GO:0072521	purine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:0072521	109	9	1.537871287128713	5.852245292129406	1.6579351537426845e-5	0.033799771334300864	4624;4625;6568;10249;10786;55867;116085;123876;348158	GLYAT;MYH7;ACSM2A;MYH6;SLC22A11;SLC17A3;ACSM2B;SLC17A1;SLC22A12
GO:0015711	organic anion transport	http://amigo.geneontology.org/amigo/term/GO:0015711	190	11	2.6806930693069306	4.103416435826408	5.142776843913843e-5	0.07863305794344266	762;4889;6568;9356;9971;10246;10786;10864;55867;56301;116085	CA4;NPY5R;SLC22A7;SLC7A10;NR1H4;SLC22A11;SLC17A3;SLC17A1;SLC17A2;SLC22A6;SLC22A12
GO:0006082	organic acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006082	351	15	4.952227722772277	3.028939871045134	6.688152152733995e-5	0.08180947713224222	420;2938;5053;6568;9965;9971;10249;10786;54905;55867;58510;64902;116085;123876;348158	GSTA1;GLYAT;CYP2W1;ART4;NR1H4;ACSM2A;PAH;FGF19;SLC22A11;AGXT2;PRODH2;SLC17A3;ACSM2B;SLC17A1;SLC22A12
GO:0007512	adult heart development	http://amigo.geneontology.org/amigo/term/GO:0007512	7	3	0.09876237623762377	30.375939849624057	8.957132851428184e-5	0.0895562866637822	148;4624;4625	MYH7;MYH6;ADRA1A
GO:0006820	anion transport	http://amigo.geneontology.org/amigo/term/GO:0006820	242	12	3.4143564356435645	3.514571552849065	1.0250065510897244e-4	0.0895562866637822	762;2565;4889;6568;9356;9971;10246;10786;10864;55867;56301;116085	CA4;NPY5R;SLC22A7;SLC7A10;NR1H4;SLC22A11;GABRG1;SLC17A3;SLC17A1;SLC17A2;SLC22A6;SLC22A12
GO:0014897	striated muscle hypertrophy	http://amigo.geneontology.org/amigo/term/GO:0014897	26	4	0.3668316831683168	10.904183535762483	4.226072446021911e-4	0.3230832384983751	148;4624;4625;4653	MYH7;MYH6;ADRA1A;MYOC
GO:0014896	muscle hypertrophy	http://amigo.geneontology.org/amigo/term/GO:0014896	27	4	0.38094059405940595	10.500324886289798	4.909211636903166e-4	0.3336082041255529	148;4624;4625;4653	MYH7;MYH6;ADRA1A;MYOC
GO:0043500	muscle adaptation	http://amigo.geneontology.org/amigo/term/GO:0043500	31	4	0.4373762376237624	9.145444255800792	8.439764723900955e-4	0.4811098168188681	148;4624;4625;4653	MYH7;MYH6;ADRA1A;MYOC
