geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0022010	central nervous system myelination	http://amigo.geneontology.org/amigo/term/GO:0022010	10	2	0.022277227722772276	89.77777777777779	1.9673046788593052e-4	0.6016017707951755	4099;5354	PLP1;MAG
GO:0032291	axon ensheathment in central nervous system	http://amigo.geneontology.org/amigo/term/GO:0032291	10	2	0.022277227722772276	89.77777777777779	1.9673046788593052e-4	0.6016017707951755	4099;5354	PLP1;MAG
GO:0014003	oligodendrocyte development	http://amigo.geneontology.org/amigo/term/GO:0014003	17	2	0.03787128712871287	52.81045751633987	5.897677983163208e-4	1	4099;5354	PLP1;MAG
GO:0048708	astrocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0048708	39	2	0.08688118811881188	23.01994301994302	0.0031325696574184825	1	4099;5354	PLP1;MAG
GO:0048709	oligodendrocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0048709	40	2	0.0891089108910891	22.444444444444446	0.003293625373254949	1	4099;5354	PLP1;MAG
GO:0021782	glial cell development	http://amigo.geneontology.org/amigo/term/GO:0021782	44	2	0.09801980198019801	20.404040404040405	0.003976113898569111	1	4099;5354	PLP1;MAG
GO:0007272	ensheathment of neurons	http://amigo.geneontology.org/amigo/term/GO:0007272	47	2	0.1047029702970297	19.1016548463357	0.004527768768155527	1	4099;5354	PLP1;MAG
GO:0008366	axon ensheathment	http://amigo.geneontology.org/amigo/term/GO:0008366	47	2	0.1047029702970297	19.1016548463357	0.004527768768155527	1	4099;5354	PLP1;MAG
GO:0042552	myelination	http://amigo.geneontology.org/amigo/term/GO:0042552	47	2	0.1047029702970297	19.1016548463357	0.004527768768155527	1	4099;5354	PLP1;MAG
GO:0031643	positive regulation of myelination	http://amigo.geneontology.org/amigo/term/GO:0031643	5	1	0.011138613861386138	89.77777777777779	0.011094566051257138	1	4099	MAG
