geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0030574	collagen catabolic process	http://amigo.geneontology.org/amigo/term/GO:0030574	42	11	0.480597014925373	22.888198757764	4.06341627012807e-13	1.82868461114557e-09	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13
GO:0032963	collagen metabolic process	http://amigo.geneontology.org/amigo/term/GO:0032963	58	12	0.663681592039801	18.0809595202399	6.59694521232268e-13	1.82868461114557e-09	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;8710	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13;SERPINB7
GO:0044243	multicellular organismal catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044243	45	11	0.514925373134328	21.3623188405797	9.40358901857508e-13	1.82868461114557e-09	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13
GO:0044259	multicellular organismal macromolecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0044259	61	12	0.698009950248756	17.191732002851	1.25854882071508e-12	1.83559345501294e-09	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;8710	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13;SERPINB7
GO:0044236	multicellular organism metabolic process	http://amigo.geneontology.org/amigo/term/GO:0044236	66	12	0.755223880597015	15.8893280632411	3.41804362591347e-12	3.98817330271584e-09	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;8710	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13;SERPINB7
GO:0030198	extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:0030198	179	14	2.04825870646766	6.8350740830702	4.99888930249881e-09	4.16621717011115e-06	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;6423;22801;26585	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;ITGA11;GREM1;MMP1;MMP3;MMP8;MMP11;MMP13;SFRP2
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	179	14	2.04825870646766	6.8350740830702	4.99888930249881e-09	4.16621717011115e-06	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;6423;22801;26585	COL5A2;COL10A1;COL11A1;COL12A1;CTSK;FAP;ITGA11;GREM1;MMP1;MMP3;MMP8;MMP11;MMP13;SFRP2
GO:0030199	collagen fibril organization	http://amigo.geneontology.org/amigo/term/GO:0030199	27	6	0.308955223880597	19.4202898550725	3.96490638543412e-07	0.000289140798157783	1290;1301;1303;4320;6423;26585	COL5A2;COL11A1;COL12A1;GREM1;MMP11;SFRP2
GO:0022617	extracellular matrix disassembly	http://amigo.geneontology.org/amigo/term/GO:0022617	44	7	0.503482587064677	13.903162055336	4.46347160343308e-07	0.000289332148160318	1513;2191;4312;4314;4317;4320;4322	CTSK;FAP;MMP1;MMP3;MMP8;MMP11;MMP13
GO:0048646	anatomical structure formation involved in morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048646	365	16	4.17661691542289	3.83085169743895	1.20246009993608e-06	0.000701515222302707	579;1290;1301;1303;2191;3624;4317;6278;6356;6423;7058;7472;8038;9622;26585;115908	CTHRC1;COL5A2;COL11A1;COL12A1;FAP;GREM1;INHBA;MMP8;NKX3-2;S100A7;CCL11;SFRP2;THBS2;WNT2;ADAM12;KLK4
