geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0021871	forebrain regionalization	http://amigo.geneontology.org/amigo/term/GO:0021871	15	3	0.09282178217821782	32.32	9.072643095919819e-5	0.32523248831087304	6496;63950;389549	FEZF1;DMRTA2;SIX3
GO:0007389	pattern specification process	http://amigo.geneontology.org/amigo/term/GO:0007389	190	7	1.175742574257426	5.953684210526315	1.0635463973540649e-4	0.32523248831087304	3239;6496;7545;8092;63950;163589;389549	FEZF1;ALX1;DMRTA2;SIX3;HOXD13;ZIC1;TDRD5
GO:0009952	anterior/posterior pattern specification	http://amigo.geneontology.org/amigo/term/GO:0009952	102	5	0.6311881188118812	7.921568627450981	3.3050529922473704e-4	0.41804828374171416	3239;6496;8092;163589;389549	FEZF1;ALX1;SIX3;HOXD13;TDRD5
GO:0003002	regionalization	http://amigo.geneontology.org/amigo/term/GO:0003002	160	6	0.9900990099009901	6.0600000000000005	3.325471037647354e-4	0.41804828374171416	3239;6496;8092;63950;163589;389549	FEZF1;ALX1;DMRTA2;SIX3;HOXD13;TDRD5
GO:0021983	pituitary gland development	http://amigo.geneontology.org/amigo/term/GO:0021983	23	3	0.14232673267326734	21.078260869565216	3.417660920059795e-4	0.41804828374171416	190;6496;6657	SIX3;SOX2;NR0B1
GO:0060322	head development	http://amigo.geneontology.org/amigo/term/GO:0060322	269	7	1.6646039603960396	4.205204460966542	9.104442531111534e-4	0.7150249413326781	190;1750;6496;6657;7545;63950;389549	FEZF1;DMRTA2;DLX6;SIX3;ZIC1;SOX2;NR0B1
GO:0010629	negative regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0010629	358	8	2.2153465346534653	3.611173184357542	9.873662014494577e-4	0.7150249413326781	190;6496;6657;8092;11166;23532;389421;389549	FEZF1;LIN28B;ALX1;PRAME;SIX3;SOX21;SOX2;NR0B1
GO:0045892	negative regulation of transcription, DNA-templated	http://amigo.geneontology.org/amigo/term/GO:0045892	276	7	1.707920792079208	4.098550724637681	0.0010613126309969578	0.7150249413326781	190;6496;6657;8092;11166;23532;389549	FEZF1;ALX1;PRAME;SIX3;SOX21;SOX2;NR0B1
GO:1903507	negative regulation of nucleic acid-templated transcription	http://amigo.geneontology.org/amigo/term/GO:1903507	282	7	1.745049504950495	4.0113475177304965	0.0012059110052611288	0.7150249413326781	190;6496;6657;8092;11166;23532;389549	FEZF1;ALX1;PRAME;SIX3;SOX21;SOX2;NR0B1
GO:1902679	negative regulation of RNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:1902679	284	7	1.7574257425742574	3.983098591549296	0.0012574431833514144	0.7150249413326781	190;6496;6657;8092;11166;23532;389549	FEZF1;ALX1;PRAME;SIX3;SOX21;SOX2;NR0B1
