	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2972.49577266	3231.27336421	0.002	200	25	0.1	1262	2
1	2803.05257925	2852.19221756	0.002	200	25	0.1	1262	2
2	2766.32925389	2797.04213783	0.002	200	25	0.1	1262	2
3	2747.12954963	2764.33209427	0.002	200	25	0.1	1262	2
4	2733.9401095	2740.61784337	0.002	200	25	0.1	1262	2
5	2724.87427336	2730.69524901	0.002	200	25	0.1	1262	2
6	2716.92080491	2721.9811713	0.002	200	25	0.1	1262	2
7	2711.13913111	2716.74421205	0.002	200	25	0.1	1262	2
8	2707.01917991	2709.50786572	0.002	200	25	0.1	1262	2
9	2703.38877383	2712.81379633	0.002	200	25	0.1	1262	2
10	2699.72054932	2705.42701829	0.002	200	25	0.1	1262	2
11	2697.35963623	2701.80658694	0.002	200	25	0.1	1262	2
12	2694.5472621	2696.90096853	0.002	200	25	0.1	1262	2
13	2693.1536164	2695.9230691	0.002	200	25	0.1	1262	2
14	2690.1208584	2695.2949961	0.002	200	25	0.1	1262	2
15	2688.63197776	2691.23953836	0.002	200	25	0.1	1262	2
16	2687.60659678	2687.32741732	0.002	200	25	0.1	1262	2
17	2685.6767165	2687.4079165	0.002	200	25	0.1	1262	2
18	2683.99281428	2687.69786081	0.002	200	25	0.1	1262	2
19	2683.38313712	2685.87896927	0.002	200	25	0.1	1262	2
20	2681.7780908	2685.28766254	0.002	200	25	0.1	1262	2
21	2680.58896486	2683.1869529	0.002	200	25	0.1	1262	2
22	2679.52589802	2682.01260895	0.002	200	25	0.1	1262	2
23	2678.41118261	2680.53942801	0.002	200	25	0.1	1262	2
24	2677.34035187	2679.29320542	0.002	200	25	0.1	1262	2
