	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	3123.59728743	3021.16862742	0.0005	200	50	1.0	3776	2
1	2905.20016982	2939.77234284	0.0005	200	50	1.0	3776	2
2	2845.64166853	2865.45906887	0.0005	200	50	1.0	3776	2
3	2812.97842926	2826.43392192	0.0005	200	50	1.0	3776	2
4	2793.62759645	2792.91156648	0.0005	200	50	1.0	3776	2
5	2780.87397361	2783.29868248	0.0005	200	50	1.0	3776	2
6	2771.52458408	2770.09310954	0.0005	200	50	1.0	3776	2
7	2764.26147956	2757.160659	0.0005	200	50	1.0	3776	2
8	2757.44617748	2749.01345761	0.0005	200	50	1.0	3776	2
9	2752.20539808	2740.98650318	0.0005	200	50	1.0	3776	2
10	2747.14586924	2737.22716655	0.0005	200	50	1.0	3776	2
11	2742.47263807	2732.88144008	0.0005	200	50	1.0	3776	2
12	2738.41573289	2728.90874322	0.0005	200	50	1.0	3776	2
13	2735.10779757	2727.98071709	0.0005	200	50	1.0	3776	2
14	2731.79572399	2722.02098116	0.0005	200	50	1.0	3776	2
15	2728.4503791	2716.93909648	0.0005	200	50	1.0	3776	2
16	2725.97254356	2716.03275966	0.0005	200	50	1.0	3776	2
17	2723.18478626	2712.63477636	0.0005	200	50	1.0	3776	2
18	2720.74961575	2709.24772805	0.0005	200	50	1.0	3776	2
19	2718.48701096	2708.44149494	0.0005	200	50	1.0	3776	2
20	2716.2023538	2705.29338841	0.0005	200	50	1.0	3776	2
21	2714.45563519	2704.66663975	0.0005	200	50	1.0	3776	2
22	2713.14739431	2704.51495746	0.0005	200	50	1.0	3776	2
23	2710.49457685	2699.91109127	0.0005	200	50	1.0	3776	2
24	2709.89947066	2698.76462463	0.0005	200	50	1.0	3776	2
25	2708.41640859	2699.47219224	0.0005	200	50	1.0	3776	2
26	2706.58720128	2697.10900155	0.0005	200	50	1.0	3776	2
27	2705.28677542	2694.59410851	0.0005	200	50	1.0	3776	2
28	2703.81698443	2693.74709832	0.0005	200	50	1.0	3776	2
29	2702.67318915	2693.70635811	0.0005	200	50	1.0	3776	2
30	2702.24349908	2692.89981085	0.0005	200	50	1.0	3776	2
31	2701.19413231	2692.55815308	0.0005	200	50	1.0	3776	2
32	2699.76549376	2690.99884512	0.0005	200	50	1.0	3776	2
33	2698.72276451	2689.11799554	0.0005	200	50	1.0	3776	2
34	2697.75633785	2688.22793025	0.0005	200	50	1.0	3776	2
35	2696.87477518	2686.50773454	0.0005	200	50	1.0	3776	2
36	2696.15332436	2685.83340927	0.0005	200	50	1.0	3776	2
37	2695.33878046	2684.80749909	0.0005	200	50	1.0	3776	2
38	2694.60021639	2683.82999597	0.0005	200	50	1.0	3776	2
39	2693.49744769	2683.99609515	0.0005	200	50	1.0	3776	2
40	2693.3304687	2685.15124535	0.0005	200	50	1.0	3776	2
41	2692.38579606	2682.42827914	0.0005	200	50	1.0	3776	2
42	2691.57071426	2681.52156653	0.0005	200	50	1.0	3776	2
43	2691.05282928	2681.05547267	0.0005	200	50	1.0	3776	2
44	2690.33085544	2681.32710222	0.0005	200	50	1.0	3776	2
45	2689.56349677	2679.50933103	0.0005	200	50	1.0	3776	2
46	2688.90907223	2679.57323799	0.0005	200	50	1.0	3776	2
47	2688.83996046	2679.32422949	0.0005	200	50	1.0	3776	2
48	2687.74740144	2678.74596958	0.0005	200	50	1.0	3776	2
49	2687.29104812	2678.2459271	0.0005	200	50	1.0	3776	2
