	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	3035.19959755	3118.96377756	0.001	200	50	0.01	8840	2
1	2846.86823788	2882.6017959	0.001	200	50	0.01	8840	2
2	2796.33991816	2816.93896578	0.001	200	50	0.01	8840	2
3	2775.06168964	2790.46068636	0.001	200	50	0.01	8840	2
4	2760.73905219	2769.28508343	0.001	200	50	0.01	8840	2
5	2750.38279894	2746.00100877	0.001	200	50	0.01	8840	2
6	2742.12651023	2741.07126432	0.001	200	50	0.01	8840	2
7	2734.93371954	2731.71556123	0.001	200	50	0.01	8840	2
8	2729.32746725	2724.10716513	0.001	200	50	0.01	8840	2
9	2724.36882926	2717.26775551	0.001	200	50	0.01	8840	2
10	2720.65261258	2713.42604173	0.001	200	50	0.01	8840	2
11	2715.48664006	2709.21929617	0.001	200	50	0.01	8840	2
12	2712.4842885	2705.89269809	0.001	200	50	0.01	8840	2
13	2709.7109943	2703.3544133	0.001	200	50	0.01	8840	2
14	2706.95381875	2699.55676059	0.001	200	50	0.01	8840	2
15	2704.54693235	2701.64008117	0.001	200	50	0.01	8840	2
16	2702.64246185	2694.25514936	0.001	200	50	0.01	8840	2
17	2700.05874384	2693.40488459	0.001	200	50	0.01	8840	2
18	2699.05788021	2692.33008839	0.001	200	50	0.01	8840	2
19	2697.29275721	2692.75463167	0.001	200	50	0.01	8840	2
20	2695.5810925	2687.47443479	0.001	200	50	0.01	8840	2
21	2694.38892421	2686.65732926	0.001	200	50	0.01	8840	2
22	2693.37740001	2685.95789858	0.001	200	50	0.01	8840	2
23	2691.67489414	2686.80334216	0.001	200	50	0.01	8840	2
24	2690.66993295	2684.11547291	0.001	200	50	0.01	8840	2
25	2689.66746999	2684.30489943	0.001	200	50	0.01	8840	2
26	2688.89689892	2681.29770498	0.001	200	50	0.01	8840	2
27	2687.61450112	2684.88462325	0.001	200	50	0.01	8840	2
28	2687.10316929	2681.55133628	0.001	200	50	0.01	8840	2
29	2685.83634099	2678.81178252	0.001	200	50	0.01	8840	2
30	2685.29707004	2680.17369602	0.001	200	50	0.01	8840	2
31	2684.26517207	2679.07985546	0.001	200	50	0.01	8840	2
32	2683.67285382	2678.88228547	0.001	200	50	0.01	8840	2
33	2682.15374982	2676.82832946	0.001	200	50	0.01	8840	2
34	2681.85801154	2674.97509486	0.001	200	50	0.01	8840	2
35	2681.36010374	2675.43825716	0.001	200	50	0.01	8840	2
36	2680.99926545	2673.88787737	0.001	200	50	0.01	8840	2
37	2680.2434378	2674.62397582	0.001	200	50	0.01	8840	2
38	2679.12009182	2673.16267421	0.001	200	50	0.01	8840	2
39	2678.46676998	2674.43766198	0.001	200	50	0.01	8840	2
40	2678.20972829	2672.04702951	0.001	200	50	0.01	8840	2
41	2677.3428784	2671.54895043	0.001	200	50	0.01	8840	2
42	2677.22117131	2670.41245761	0.001	200	50	0.01	8840	2
43	2676.46167153	2671.59116248	0.001	200	50	0.01	8840	2
44	2676.10014675	2670.06859185	0.001	200	50	0.01	8840	2
45	2675.60616452	2668.94233753	0.001	200	50	0.01	8840	2
46	2674.67485412	2670.50645035	0.001	200	50	0.01	8840	2
47	2674.70527545	2669.01440476	0.001	200	50	0.01	8840	2
48	2674.0592176	2669.20654297	0.001	200	50	0.01	8840	2
49	2673.63034858	2667.50409857	0.001	200	50	0.01	8840	2
