	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2965.90914465	3060.38879418	0.002	200	25	1.0	1764	2
1	2799.30056133	2852.88400333	0.002	200	25	1.0	1764	2
2	2763.29739757	2803.69281368	0.002	200	25	1.0	1764	2
3	2745.73711437	2772.48351794	0.002	200	25	1.0	1764	2
4	2732.64990463	2749.99685465	0.002	200	25	1.0	1764	2
5	2723.86551418	2734.37749416	0.002	200	25	1.0	1764	2
6	2716.6043326	2724.88076461	0.002	200	25	1.0	1764	2
7	2710.91913802	2724.6008002	0.002	200	25	1.0	1764	2
8	2706.09755217	2721.70912488	0.002	200	25	1.0	1764	2
9	2701.88507974	2712.1068491	0.002	200	25	1.0	1764	2
10	2699.50525653	2706.15905552	0.002	200	25	1.0	1764	2
11	2696.11523137	2705.18553054	0.002	200	25	1.0	1764	2
12	2693.88154477	2697.76777138	0.002	200	25	1.0	1764	2
13	2691.2651155	2695.93441673	0.002	200	25	1.0	1764	2
14	2689.67999161	2699.58579979	0.002	200	25	1.0	1764	2
15	2688.35288983	2694.37299739	0.002	200	25	1.0	1764	2
16	2686.40229808	2691.66371286	0.002	200	25	1.0	1764	2
17	2684.68018823	2689.3215248	0.002	200	25	1.0	1764	2
18	2683.70752202	2690.32161256	0.002	200	25	1.0	1764	2
19	2682.123569	2686.69386913	0.002	200	25	1.0	1764	2
20	2681.07041736	2685.75963632	0.002	200	25	1.0	1764	2
21	2679.7556454	2684.43718911	0.002	200	25	1.0	1764	2
22	2678.89897104	2685.35345634	0.002	200	25	1.0	1764	2
23	2677.70270374	2684.00741525	0.002	200	25	1.0	1764	2
24	2677.18589118	2684.22683792	0.002	200	25	1.0	1764	2
