	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2846.68429816	2785.79382814	0.002	50	25	0.1	9082	2
1	2744.93892301	2749.39994716	0.002	50	25	0.1	9082	2
2	2721.31116147	2724.07600522	0.002	50	25	0.1	9082	2
3	2709.10875252	2714.80971736	0.002	50	25	0.1	9082	2
4	2701.52308357	2710.54482711	0.002	50	25	0.1	9082	2
5	2695.90450167	2704.96288176	0.002	50	25	0.1	9082	2
6	2691.64166555	2698.91095776	0.002	50	25	0.1	9082	2
7	2688.52956023	2697.78964834	0.002	50	25	0.1	9082	2
8	2685.68141918	2692.25860654	0.002	50	25	0.1	9082	2
9	2683.08532781	2692.50785358	0.002	50	25	0.1	9082	2
10	2680.9187608	2691.01385533	0.002	50	25	0.1	9082	2
11	2678.86350812	2686.68664061	0.002	50	25	0.1	9082	2
12	2677.68533318	2687.62514518	0.002	50	25	0.1	9082	2
13	2675.60988564	2685.02274896	0.002	50	25	0.1	9082	2
14	2674.36121958	2686.3760956	0.002	50	25	0.1	9082	2
15	2673.64615721	2683.17347615	0.002	50	25	0.1	9082	2
16	2672.50949049	2682.09953889	0.002	50	25	0.1	9082	2
17	2671.60234884	2681.26398557	0.002	50	25	0.1	9082	2
18	2670.67780899	2683.56994559	0.002	50	25	0.1	9082	2
19	2669.84321257	2681.48110081	0.002	50	25	0.1	9082	2
20	2668.99640787	2679.32500999	0.002	50	25	0.1	9082	2
21	2668.66801956	2680.03589754	0.002	50	25	0.1	9082	2
22	2668.04490976	2676.867743	0.002	50	25	0.1	9082	2
23	2667.53236735	2678.54756121	0.002	50	25	0.1	9082	2
24	2667.43306125	2677.42986069	0.002	50	25	0.1	9082	2
