	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2887.23711094	2816.35682529	0.001	50	25	0.05	2990	2
1	2770.21137575	2755.21942407	0.001	50	25	0.05	2990	2
2	2743.6701518	2731.13291893	0.001	50	25	0.05	2990	2
3	2728.13201018	2723.73870371	0.001	50	25	0.05	2990	2
4	2718.53086559	2710.76094432	0.001	50	25	0.05	2990	2
5	2711.02219893	2706.3577239	0.001	50	25	0.05	2990	2
6	2705.67230028	2701.44038067	0.001	50	25	0.05	2990	2
7	2700.96861007	2694.78237828	0.001	50	25	0.05	2990	2
8	2697.58801893	2691.03896494	0.001	50	25	0.05	2990	2
9	2694.24834706	2689.42478275	0.001	50	25	0.05	2990	2
10	2691.83727357	2687.33999266	0.001	50	25	0.05	2990	2
11	2689.59421779	2682.09756476	0.001	50	25	0.05	2990	2
12	2687.09258854	2679.77405229	0.001	50	25	0.05	2990	2
13	2685.09078543	2680.16530934	0.001	50	25	0.05	2990	2
14	2683.44131695	2678.77243806	0.001	50	25	0.05	2990	2
15	2681.79819955	2677.1397292	0.001	50	25	0.05	2990	2
16	2680.59379191	2677.02342023	0.001	50	25	0.05	2990	2
17	2678.95776951	2674.13952193	0.001	50	25	0.05	2990	2
18	2677.73463125	2673.48120444	0.001	50	25	0.05	2990	2
19	2676.45598533	2672.04410403	0.001	50	25	0.05	2990	2
20	2675.53071706	2672.24899029	0.001	50	25	0.05	2990	2
21	2674.69215483	2670.48916305	0.001	50	25	0.05	2990	2
22	2673.7711458	2669.79096801	0.001	50	25	0.05	2990	2
23	2672.93453104	2669.15576685	0.001	50	25	0.05	2990	2
24	2671.84786395	2667.10872987	0.001	50	25	0.05	2990	2
