	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	3000.36810882	4149.97026993	0.0015	200	25	0.01	7511	2
1	2817.14080951	2877.63120061	0.0015	200	25	0.01	7511	2
2	2777.1366004	2815.96235099	0.0015	200	25	0.01	7511	2
3	2757.99848831	2784.23580717	0.0015	200	25	0.01	7511	2
4	2743.6455976	2772.74932733	0.0015	200	25	0.01	7511	2
5	2733.8593348	2758.59167504	0.0015	200	25	0.01	7511	2
6	2725.63306494	2743.10369488	0.0015	200	25	0.01	7511	2
7	2719.18633195	2739.36723885	0.0015	200	25	0.01	7511	2
8	2713.59967728	2729.74513866	0.0015	200	25	0.01	7511	2
9	2709.58489879	2724.39300619	0.0015	200	25	0.01	7511	2
10	2705.68535238	2720.73587019	0.0015	200	25	0.01	7511	2
11	2702.29338259	2716.7305397	0.0015	200	25	0.01	7511	2
12	2699.87404647	2715.81456236	0.0015	200	25	0.01	7511	2
13	2697.59038559	2710.10134683	0.0015	200	25	0.01	7511	2
14	2695.08322832	2708.15483884	0.0015	200	25	0.01	7511	2
15	2693.32781853	2706.40556846	0.0015	200	25	0.01	7511	2
16	2691.3713715	2705.66745526	0.0015	200	25	0.01	7511	2
17	2690.97353524	2704.83406607	0.0015	200	25	0.01	7511	2
18	2688.79785724	2703.12455	0.0015	200	25	0.01	7511	2
19	2687.25213797	2699.17216115	0.0015	200	25	0.01	7511	2
20	2686.38892844	2700.78784553	0.0015	200	25	0.01	7511	2
21	2684.48661711	2699.60092344	0.0015	200	25	0.01	7511	2
22	2683.6817866	2694.71496559	0.0015	200	25	0.01	7511	2
23	2682.04562263	2693.9640245	0.0015	200	25	0.01	7511	2
24	2681.45070406	2692.86666794	0.0015	200	25	0.01	7511	2
