	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	2968.30000155	3158.47128897	0.0015	128	10	1.0
1	2803.66171169	2807.28007458	0.0015	128	10	1.0
2	2771.97587407	2783.63231021	0.0015	128	10	1.0
3	2755.68982946	2777.69986248	0.0015	128	10	1.0
4	2745.70719678	2753.2227258	0.0015	128	10	1.0
5	2737.70390426	2743.30025002	0.0015	128	10	1.0
6	2731.24996029	2735.88064744	0.0015	128	10	1.0
7	2726.28903752	2730.09119049	0.0015	128	10	1.0
8	2721.7992261	2726.45702378	0.0015	128	10	1.0
9	2718.34678719	2721.98801237	0.0015	128	10	1.0
