	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	2860.85298665	2799.73356135	0.002	50	25	1.0
1	2760.66979943	2758.98120771	0.002	50	25	1.0
2	2740.99566206	2740.73986746	0.002	50	25	1.0
3	2730.24491133	2730.39305427	0.002	50	25	1.0
4	2722.67903784	2727.25344878	0.002	50	25	1.0
5	2716.62084772	2714.74531325	0.002	50	25	1.0
6	2711.95562788	2710.3919344	0.002	50	25	1.0
7	2708.68272643	2707.580333	0.002	50	25	1.0
8	2706.35535995	2704.28006291	0.002	50	25	1.0
9	2704.12831746	2703.50250256	0.002	50	25	1.0
10	2700.87064308	2699.4436502	0.002	50	25	1.0
11	2699.92953007	2703.01231113	0.002	50	25	1.0
12	2698.08156369	2697.10445391	0.002	50	25	1.0
13	2696.1625193	2706.25377881	0.002	50	25	1.0
14	2695.50187283	2696.37124173	0.002	50	25	1.0
15	2694.15839542	2696.08805868	0.002	50	25	1.0
16	2693.15996847	2692.95519856	0.002	50	25	1.0
17	2692.31092233	2692.78418622	0.002	50	25	1.0
18	2691.47156632	2693.1668022	0.002	50	25	1.0
19	2690.60298107	2691.57752282	0.002	50	25	1.0
20	2689.70630186	2688.19764047	0.002	50	25	1.0
21	2689.51909329	2686.95294808	0.002	50	25	1.0
22	2688.65396943	2689.64069549	0.002	50	25	1.0
23	2687.56211946	2687.07909129	0.002	50	25	1.0
24	2687.29885354	2686.49033007	0.002	50	25	1.0
