	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	2918.37199006	3123.50163056	0.0025	128	10	1.0
1	2780.13484437	2798.28335437	0.0025	128	10	1.0
2	2753.75586506	2772.15017589	0.0025	128	10	1.0
3	2740.31746197	2751.11861593	0.0025	128	10	1.0
4	2731.23131752	2733.44388173	0.0025	128	10	1.0
5	2723.85878401	2735.52423901	0.0025	128	10	1.0
6	2718.07076922	2723.16349579	0.0025	128	10	1.0
7	2713.44949233	2719.66788239	0.0025	128	10	1.0
8	2709.84852982	2713.31410349	0.0025	128	10	1.0
9	2707.03869189	2711.25778356	0.0025	128	10	1.0
