	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	2937.84333616	3158.22864073	0.002	128	10	0.05
1	2789.54153589	2795.91088634	0.002	128	10	0.05
2	2761.19789962	2778.00336289	0.002	128	10	0.05
3	2746.68005253	2763.3382398	0.002	128	10	0.05
4	2737.30828723	2741.49245638	0.002	128	10	0.05
5	2729.39278069	2737.55781465	0.002	128	10	0.05
6	2723.22912023	2727.0439033	0.002	128	10	0.05
7	2718.36536017	2722.96400163	0.002	128	10	0.05
8	2714.50429504	2717.04251128	0.002	128	10	0.05
9	2711.20978257	2717.08849748	0.002	128	10	0.05
