	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	2917.75088897	3116.67535739	0.0025	128	25	0.05
1	2780.19233242	2797.6416053	0.0025	128	25	0.05
2	2753.70324301	2773.97644393	0.0025	128	25	0.05
3	2740.33340545	2749.74347776	0.0025	128	25	0.05
4	2731.24044132	2733.9983419	0.0025	128	25	0.05
5	2723.86002876	2735.45332386	0.0025	128	25	0.05
6	2718.03648384	2723.25508821	0.0025	128	25	0.05
7	2713.44852539	2720.04021458	0.0025	128	25	0.05
8	2709.83334211	2715.03542466	0.0025	128	25	0.05
9	2706.92093228	2710.21479474	0.0025	128	25	0.05
10	2703.68538132	2710.2589291	0.0025	128	25	0.05
11	2701.42564498	2710.28403591	0.0025	128	25	0.05
12	2699.44604552	2706.25188637	0.0025	128	25	0.05
13	2697.62381356	2698.36174218	0.0025	128	25	0.05
14	2695.0722018	2699.05896113	0.0025	128	25	0.05
15	2693.74619589	2695.15853363	0.0025	128	25	0.05
16	2692.75230345	2695.622813	0.0025	128	25	0.05
17	2691.34026192	2696.3656321	0.0025	128	25	0.05
18	2689.27528239	2693.00159555	0.0025	128	25	0.05
19	2688.29295646	2692.09573627	0.0025	128	25	0.05
20	2687.77757334	2689.87729109	0.0025	128	25	0.05
21	2686.58235862	2690.33101874	0.0025	128	25	0.05
22	2686.22574892	2693.21673152	0.0025	128	25	0.05
23	2685.19419993	2687.23410845	0.0025	128	25	0.05
24	2683.65632465	2687.43304058	0.0025	128	25	0.05
