geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0010273	detoxification of copper ion	http://amigo.geneontology.org/amigo/term/GO:0010273	8	2	0.06336633663366337	31.5625	0.0016523057182017409	1	4493;4501	MT1E;MT1X
GO:0061687	detoxification of inorganic compound	http://amigo.geneontology.org/amigo/term/GO:0061687	8	2	0.06336633663366337	31.5625	0.0016523057182017409	1	4493;4501	MT1E;MT1X
GO:0097501	stress response to metal ion	http://amigo.geneontology.org/amigo/term/GO:0097501	8	2	0.06336633663366337	31.5625	0.0016523057182017409	1	4493;4501	MT1E;MT1X
GO:1990169	stress response to copper ion	http://amigo.geneontology.org/amigo/term/GO:1990169	8	2	0.06336633663366337	31.5625	0.0016523057182017409	1	4493;4501	MT1E;MT1X
GO:0071294	cellular response to zinc ion	http://amigo.geneontology.org/amigo/term/GO:0071294	9	2	0.0712871287128713	28.055555555555554	0.0021138988145059656	1	4493;4501	MT1E;MT1X
GO:0021953	central nervous system neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0021953	78	4	0.6178217821782178	6.4743589743589745	0.0030674677619405566	1	3226;5081;57282;170302	PAX7;ARX;HOXC10;SLC4A10
GO:0048663	neuron fate commitment	http://amigo.geneontology.org/amigo/term/GO:0048663	39	3	0.3089108910891089	9.711538461538462	0.0034001839238095855	1	3226;5081;6495	PAX7;HOXC10;SIX1
GO:0040007	growth	http://amigo.geneontology.org/amigo/term/GO:0040007	333	8	2.6376237623762377	3.033033033033033	0.0035446443397852967	1	1511;4493;4501;5081;6495;55224;57282;170302	MT1E;CTSG;PAX7;ARX;MT1X;ETNK2;SLC4A10;SIX1
GO:0071280	cellular response to copper ion	http://amigo.geneontology.org/amigo/term/GO:0071280	13	2	0.10297029702970298	19.42307692307692	0.004490380953537709	1	4493;4501	MT1E;MT1X
GO:0001759	organ induction	http://amigo.geneontology.org/amigo/term/GO:0001759	14	2	0.11089108910891089	18.035714285714285	0.005212956652746126	1	3227;6495	HOXC11;SIX1
