geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0030300	regulation of intestinal cholesterol absorption	http://amigo.geneontology.org/amigo/term/GO:0030300	5	3	0.0522388059701493	57.4285714285714	1.04566423828611e-05	0.030502025830806	336;3952;64241	APOA2;LEP;ABCG8
GO:1904729	regulation of intestinal lipid absorption	http://amigo.geneontology.org/amigo/term/GO:1904729	5	3	0.0522388059701493	57.4285714285714	1.04566423828611e-05	0.030502025830806	336;3952;64241	APOA2;LEP;ABCG8
GO:0006069	ethanol oxidation	http://amigo.geneontology.org/amigo/term/GO:0006069	7	3	0.073134328358209	41.0204081632653	3.60675898611884e-05	0.0403581720191198	124;125;127	ADH1A;ADH1B;ADH4
GO:1904478	regulation of intestinal absorption	http://amigo.geneontology.org/amigo/term/GO:1904478	7	3	0.073134328358209	41.0204081632653	3.60675898611884e-05	0.0403581720191198	336;3952;64241	APOA2;LEP;ABCG8
GO:0032371	regulation of sterol transport	http://amigo.geneontology.org/amigo/term/GO:0032371	20	4	0.208955223880597	19.1428571428571	4.42019292079543e-05	0.0403581720191198	336;3952;9370;64241	APOA2;LEP;ABCG8;ADIPOQ
GO:0032374	regulation of cholesterol transport	http://amigo.geneontology.org/amigo/term/GO:0032374	20	4	0.208955223880597	19.1428571428571	4.42019292079543e-05	0.0403581720191198	336;3952;9370;64241	APOA2;LEP;ABCG8;ADIPOQ
GO:0016042	lipid catabolic process	http://amigo.geneontology.org/amigo/term/GO:0016042	96	7	1.00298507462687	6.97916666666667	4.84242722204042e-05	0.0403581720191198	13;336;1149;3952;5346;6822;9370	CIDEA;AADAC;APOA2;LEP;PLIN1;SULT2A1;ADIPOQ
GO:0006067	ethanol metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006067	8	3	0.0835820895522388	35.8928571428571	5.728842978725e-05	0.0417775874223521	124;125;127	ADH1A;ADH1B;ADH4
GO:0030299	intestinal cholesterol absorption	http://amigo.geneontology.org/amigo/term/GO:0030299	9	3	0.0940298507462687	31.9047619047619	8.53078372403671e-05	0.0497685922460301	336;3952;64241	APOA2;LEP;ABCG8
GO:0098856	intestinal lipid absorption	http://amigo.geneontology.org/amigo/term/GO:0098856	9	3	0.0940298507462687	31.9047619047619	8.53078372403671e-05	0.0497685922460301	336;3952;64241	APOA2;LEP;ABCG8
