	loss	val_loss	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.0609202909359	0.0364738372057	1.0	50	100	0.0	0.05	2874
1	0.0359742896022	0.0353730758421	1.0	50	100	0.0	0.05	2874
2	0.035625636804	0.0351513540354	1.0	50	100	0.0	0.05	2874
3	0.0354078596183	0.0349318619825	1.0	50	100	0.0	0.05	2874
4	0.035140653886	0.0346103123608	1.0	50	100	0.0	0.05	2874
5	0.0347769530885	0.0341600597752	1.0	50	100	0.0	0.05	2874
6	0.0342615248704	0.0335444037769	1.0	50	100	0.0	0.05	2874
7	0.0335587522081	0.0327366619241	1.0	50	100	0.0	0.05	2874
8	0.0326882466016	0.031776191656	1.0	50	100	0.0	0.05	2874
9	0.0317610800159	0.0308504482948	1.0	50	100	0.0	0.05	2874
10	0.0309184820847	0.0300570095588	1.0	50	100	0.0	0.05	2874
11	0.0302126504691	0.0294191581562	1.0	50	100	0.0	0.05	2874
12	0.0296269851766	0.0288775879284	1.0	50	100	0.0	0.05	2874
13	0.0291080595564	0.0283787016566	1.0	50	100	0.0	0.05	2874
14	0.028614080167	0.0278844299404	1.0	50	100	0.0	0.05	2874
15	0.0281148967525	0.0273944552575	1.0	50	100	0.0	0.05	2874
16	0.0276060705126	0.026895302111	1.0	50	100	0.0	0.05	2874
17	0.0270883395758	0.0263864705001	1.0	50	100	0.0	0.05	2874
18	0.0265758724739	0.0258852483502	1.0	50	100	0.0	0.05	2874
19	0.0260742019787	0.0254097837798	1.0	50	100	0.0	0.05	2874
20	0.0256007699923	0.0249653026804	1.0	50	100	0.0	0.05	2874
21	0.0251588786748	0.0245515705829	1.0	50	100	0.0	0.05	2874
22	0.024755253571	0.0241819377989	1.0	50	100	0.0	0.05	2874
23	0.0243830468051	0.0238323190729	1.0	50	100	0.0	0.05	2874
24	0.0240463691356	0.0235198728391	1.0	50	100	0.0	0.05	2874
25	0.0237376422789	0.0232279891073	1.0	50	100	0.0	0.05	2874
26	0.0234552828626	0.0229577106418	1.0	50	100	0.0	0.05	2874
27	0.0231883473885	0.022705929133	1.0	50	100	0.0	0.05	2874
28	0.0229374487062	0.0224627679638	1.0	50	100	0.0	0.05	2874
29	0.0226999262219	0.022232117199	1.0	50	100	0.0	0.05	2874
30	0.0224656656489	0.0220026435868	1.0	50	100	0.0	0.05	2874
31	0.0222395254181	0.0217821118466	1.0	50	100	0.0	0.05	2874
32	0.0220186743204	0.0215602961242	1.0	50	100	0.0	0.05	2874
33	0.021799447322	0.0213453687165	1.0	50	100	0.0	0.05	2874
