	loss	val_loss	learning_rate	batch_size	epochs	sparsity	noise	seed
0	6.29026633802	3.67135880258	1.0	100	100	0.001	0.5	6102
1	6.75817923824	4.49628566784	1.0	100	100	0.001	0.5	6102
2	7.24920340679	4.89316209005	1.0	100	100	0.001	0.5	6102
3	7.64476925571	5.31900238581	1.0	100	100	0.001	0.5	6102
4	8.02972699124	5.43624003257	1.0	100	100	0.001	0.5	6102
5	8.31383520106	5.96916872776	1.0	100	100	0.001	0.5	6102
6	8.59437782541	5.69562595387	1.0	100	100	0.001	0.5	6102
7	8.79027923237	6.01193809874	1.0	100	100	0.001	0.5	6102
8	8.99110323389	6.76679459129	1.0	100	100	0.001	0.5	6102
9	9.19082384021	6.2925781415	1.0	100	100	0.001	0.5	6102
10	9.35681579091	6.63900880285	1.0	100	100	0.001	0.5	6102
11	9.4442466475	6.63228254154	1.0	100	100	0.001	0.5	6102
12	9.64657555248	6.66964187358	1.0	100	100	0.001	0.5	6102
13	9.77668900025	6.63164631313	1.0	100	100	0.001	0.5	6102
14	9.89435579442	7.14853311998	1.0	100	100	0.001	0.5	6102
15	10.0256953988	7.48555235699	1.0	100	100	0.001	0.5	6102
16	10.1345408408	7.33743708539	1.0	100	100	0.001	0.5	6102
17	10.2575185462	6.86065654727	1.0	100	100	0.001	0.5	6102
18	10.3217043434	7.37456212354	1.0	100	100	0.001	0.5	6102
19	10.3872559364	6.9635670258	1.0	100	100	0.001	0.5	6102
20	10.4879345661	7.24883943078	1.0	100	100	0.001	0.5	6102
21	10.6077583114	7.48575994572	1.0	100	100	0.001	0.5	6102
22	10.6827467629	7.42407194789	1.0	100	100	0.001	0.5	6102
23	10.7738672353	7.43832623799	1.0	100	100	0.001	0.5	6102
24	10.8885035064	7.89995586804	1.0	100	100	0.001	0.5	6102
25	10.9769903839	8.15024368804	1.0	100	100	0.001	0.5	6102
26	11.0048138812	7.71241704775	1.0	100	100	0.001	0.5	6102
27	11.0824391307	7.38508497415	1.0	100	100	0.001	0.5	6102
28	11.1489362116	8.15549461381	1.0	100	100	0.001	0.5	6102
29	11.2195474818	8.64617643666	1.0	100	100	0.001	0.5	6102
30	11.3049182436	7.81840231314	1.0	100	100	0.001	0.5	6102
31	11.3506124963	8.00710744931	1.0	100	100	0.001	0.5	6102
32	11.455122155	8.33171861623	1.0	100	100	0.001	0.5	6102
33	11.4882577366	8.15138212855	1.0	100	100	0.001	0.5	6102
34	11.6393888264	8.84264895474	1.0	100	100	0.001	0.5	6102
35	11.6933496284	8.6827394087	1.0	100	100	0.001	0.5	6102
36	11.7182546118	7.34877547251	1.0	100	100	0.001	0.5	6102
37	11.7423467487	8.17883528988	1.0	100	100	0.001	0.5	6102
38	11.8521080358	8.96188043864	1.0	100	100	0.001	0.5	6102
39	11.9093808472	7.74938969585	1.0	100	100	0.001	0.5	6102
40	11.9168188005	9.25309769556	1.0	100	100	0.001	0.5	6102
41	12.0067717948	7.70140538708	1.0	100	100	0.001	0.5	6102
42	11.8878517952	8.69276437614	1.0	100	100	0.001	0.5	6102
43	12.1020010367	9.39703587319	1.0	100	100	0.001	0.5	6102
44	12.1857680382	8.15186963209	1.0	100	100	0.001	0.5	6102
45	12.1065406598	9.57650644601	1.0	100	100	0.001	0.5	6102
46	12.300460318	8.11229764617	1.0	100	100	0.001	0.5	6102
47	12.3356784074	8.95728922073	1.0	100	100	0.001	0.5	6102
48	12.2992804903	8.10965034702	1.0	100	100	0.001	0.5	6102
49	12.4364828888	8.97193929661	1.0	100	100	0.001	0.5	6102
50	12.410415062	8.05066305593	1.0	100	100	0.001	0.5	6102
51	12.5071820276	7.93550106581	1.0	100	100	0.001	0.5	6102
52	12.4820203815	8.25742328646	1.0	100	100	0.001	0.5	6102
53	12.5180727955	8.53479221628	1.0	100	100	0.001	0.5	6102
54	12.5829354271	9.17768131934	1.0	100	100	0.001	0.5	6102
55	12.6863889239	8.49526275914	1.0	100	100	0.001	0.5	6102
56	12.5571731596	9.41289514976	1.0	100	100	0.001	0.5	6102
57	12.847770609	10.3373979747	1.0	100	100	0.001	0.5	6102
58	12.6811822593	10.4397019829	1.0	100	100	0.001	0.5	6102
59	12.8863649146	9.16205619352	1.0	100	100	0.001	0.5	6102
60	12.851822438	7.87785996306	1.0	100	100	0.001	0.5	6102
61	12.8637677662	9.07586308419	1.0	100	100	0.001	0.5	6102
62	12.8686788493	8.96625184283	1.0	100	100	0.001	0.5	6102
63	12.9104435466	9.9435639582	1.0	100	100	0.001	0.5	6102
64	12.9686379142	9.45242862993	1.0	100	100	0.001	0.5	6102
65	13.0079089638	9.58767782069	1.0	100	100	0.001	0.5	6102
66	13.0090326238	9.93090604687	1.0	100	100	0.001	0.5	6102
67	13.0500511323	9.54104988251	1.0	100	100	0.001	0.5	6102
68	13.0983122634	9.97445934544	1.0	100	100	0.001	0.5	6102
69	13.1299024969	9.08287838267	1.0	100	100	0.001	0.5	6102
70	13.0794782547	8.65097854516	1.0	100	100	0.001	0.5	6102
71	13.1236578698	9.33281538455	1.0	100	100	0.001	0.5	6102
72	13.1888227206	9.61816682961	1.0	100	100	0.001	0.5	6102
73	13.2296740487	9.94798173139	1.0	100	100	0.001	0.5	6102
74	13.2803556447	9.06289845899	1.0	100	100	0.001	0.5	6102
75	13.3561685593	9.24030051587	1.0	100	100	0.001	0.5	6102
76	13.3196104347	8.80429440292	1.0	100	100	0.001	0.5	6102
77	13.3657487042	10.339825963	1.0	100	100	0.001	0.5	6102
78	13.390207958	10.4802505464	1.0	100	100	0.001	0.5	6102
79	13.4335238282	9.64116090023	1.0	100	100	0.001	0.5	6102
80	13.4800147422	8.99652934713	1.0	100	100	0.001	0.5	6102
81	13.5394638936	9.45875702853	1.0	100	100	0.001	0.5	6102
82	13.4826220234	10.7750801748	1.0	100	100	0.001	0.5	6102
83	13.5040039603	9.66102411824	1.0	100	100	0.001	0.5	6102
84	13.596417153	9.254764597	1.0	100	100	0.001	0.5	6102
85	13.5914556564	10.1236067694	1.0	100	100	0.001	0.5	6102
86	13.6001012327	9.75189387958	1.0	100	100	0.001	0.5	6102
