	loss	val_loss	learning_rate	batch_size	epochs	sparsity	noise	seed
0	5.58420090717	4.19311053552	1.1	100	100	0.001	0.0	1824
1	6.02556861711	4.89914925604	1.1	100	100	0.001	0.0	1824
2	6.41143654101	4.40267617297	1.1	100	100	0.001	0.0	1824
3	6.75824530483	4.80329651678	1.1	100	100	0.001	0.0	1824
4	7.08412638239	5.8970212125	1.1	100	100	0.001	0.0	1824
5	7.42436055444	4.9772439664	1.1	100	100	0.001	0.0	1824
6	7.66814594887	6.0344329596	1.1	100	100	0.001	0.0	1824
7	7.93733597967	6.0758338125	1.1	100	100	0.001	0.0	1824
8	8.16926499181	4.69936156546	1.1	100	100	0.001	0.0	1824
9	8.41665528	4.91112196286	1.1	100	100	0.001	0.0	1824
10	8.67362935661	6.78189745505	1.1	100	100	0.001	0.0	1824
11	8.92614784104	6.97331398395	1.1	100	100	0.001	0.0	1824
12	9.04102221316	7.3492634848	1.1	100	100	0.001	0.0	1824
13	9.31986469868	6.49799169409	1.1	100	100	0.001	0.0	1824
14	9.47172910105	8.15543904997	1.1	100	100	0.001	0.0	1824
15	9.75280466517	6.81466951106	1.1	100	100	0.001	0.0	1824
16	9.96746505044	7.23267113228	1.1	100	100	0.001	0.0	1824
17	10.1728237114	6.48018605942	1.1	100	100	0.001	0.0	1824
18	10.4035655841	7.03274274921	1.1	100	100	0.001	0.0	1824
19	10.6173239757	6.86420834224	1.1	100	100	0.001	0.0	1824
20	10.7620846897	7.58212180256	1.1	100	100	0.001	0.0	1824
21	10.9530964046	8.32558002344	1.1	100	100	0.001	0.0	1824
22	11.0806007549	9.30808489364	1.1	100	100	0.001	0.0	1824
23	11.3121810638	8.96996307008	1.1	100	100	0.001	0.0	1824
24	11.43494999	9.20810410352	1.1	100	100	0.001	0.0	1824
25	11.6001538271	9.35711354279	1.1	100	100	0.001	0.0	1824
26	11.8353376129	9.141945425	1.1	100	100	0.001	0.0	1824
27	11.9674234788	8.05843565979	1.1	100	100	0.001	0.0	1824
28	12.0756029605	8.73374027139	1.1	100	100	0.001	0.0	1824
29	12.2793520401	8.08256102064	1.1	100	100	0.001	0.0	1824
30	12.4311536825	9.4289282166	1.1	100	100	0.001	0.0	1824
31	12.5029110283	10.8354774643	1.1	100	100	0.001	0.0	1824
32	12.6697970812	9.44934243226	1.1	100	100	0.001	0.0	1824
