geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0030198	extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:0030198	191	16	2.1274752475247523	7.520651541593951	6.46401820958431e-11	3.953393536981764e-7	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;6423;8038;9622;22801;26585	COL11A1;MMP13;COL10A1;MMP8;KLK4;FAP;MMP1;SFRP2;ITGA11;GREM1;MMP3;ADAM12;MMP11;COL12A1;COL5A2;CTSK
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	213	16	2.3725247524752473	6.743870631194575	3.389303282474998e-10	1.0364489437808544e-6	1290;1300;1301;1303;1513;2191;4312;4314;4317;4320;4322;6423;8038;9622;22801;26585	COL11A1;MMP13;COL10A1;MMP8;KLK4;FAP;MMP1;SFRP2;ITGA11;GREM1;MMP3;ADAM12;MMP11;COL12A1;COL5A2;CTSK
GO:0030574	collagen catabolic process	http://amigo.geneontology.org/amigo/term/GO:0030574	21	7	0.2339108910891089	29.925925925925927	1.3552569066987985e-9	2.7629170804566172e-6	1513;2191;4312;4314;4317;4320;4322	MMP13;MMP8;FAP;MMP1;MMP3;MMP11;CTSK
GO:0022617	extracellular matrix disassembly	http://amigo.geneontology.org/amigo/term/GO:0022617	36	8	0.40099009900990096	19.95061728395062	2.965867773596642e-9	4.534811825829266e-6	1513;2191;4312;4314;4317;4320;4322;9622	MMP13;MMP8;KLK4;FAP;MMP1;MMP3;MMP11;CTSK
GO:0032963	collagen metabolic process	http://amigo.geneontology.org/amigo/term/GO:0032963	40	8	0.4455445544554455	17.95555555555556	7.293784021200622e-9	8.9217566147326e-6	1513;2191;4312;4314;4317;4320;4322;8710	MMP13;SERPINB7;MMP8;FAP;MMP1;MMP3;MMP11;CTSK
GO:0030199	collagen fibril organization	http://amigo.geneontology.org/amigo/term/GO:0030199	31	6	0.34529702970297027	17.376344086021508	8.094790543422548e-7	8.25128982726205e-4	1290;1301;1303;4320;6423;26585	COL11A1;SFRP2;GREM1;MMP11;COL12A1;COL5A2
GO:0006508	proteolysis	http://amigo.geneontology.org/amigo/term/GO:0006508	433	17	4.823019801980198	3.52476263792661	1.5263996631098564e-6	0.0013336371913685544	1370;1513;2191;4312;4314;4317;4320;4322;6318;6423;8038;8710;9622;10699;23581;81792;170690	MMP13;CASP14;SERPINB7;CPN2;ADAMTS16;ADAMTS12;MMP8;KLK4;FAP;MMP1;SFRP2;MMP3;CORIN;ADAM12;MMP11;SERPINB4;CTSK
GO:0048646	anatomical structure formation involved in morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048646	398	16	4.433168316831683	3.6091568955890567	2.5742183659138718e-6	0.001967989940741155	579;1290;1301;1303;2191;3624;4317;6278;6356;6423;7058;7472;8038;9622;26585;115908	COL11A1;MMP8;KLK4;FAP;SFRP2;GREM1;NKX3-2;CCL11;INHBA;WNT2;THBS2;ADAM12;S100A7;CTHRC1;COL12A1;COL5A2
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	120	9	1.3366336633663365	6.733333333333334	4.7981355557613625e-6	0.003032499237045894	579;1301;1303;1513;4322;6423;8710;26585;81792	COL11A1;MMP13;SERPINB7;ADAMTS12;SFRP2;GREM1;NKX3-2;COL12A1;CTSK
GO:0035987	endodermal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0035987	24	5	0.26732673267326734	18.703703703703702	4.958304834934424e-6	0.003032499237045894	1290;1301;1303;3624;4317	COL11A1;MMP8;INHBA;COL12A1;COL5A2
