genes	weight
ACTL6B	0.099004894495
KCNV1	0.0923223346472
FAM123C	0.090858310461
MPPED1	0.0890565365553
CACNG7	0.0851595327258
PHF21B	0.0850502699614
FBXL21	0.08301756531
LIN28B	0.07985198497769999
GLT1D1	0.0797941610217
GRM4	0.0728519931436
PRMT8	0.0723671391606
SP8	0.0709827691317
DDX25	0.0708916559815
CUX2	0.07064638286830001
KCNC1	0.06976990401739999
LRFN5	0.06898695975539999
TP53TG3B	0.0685479044914
PAQR9	0.0683787316084
CAMKV	0.0679767280817
KIAA1239	0.06779563426969999
JPH3	0.0671669542789
ST8SIA3	0.0655514970422
PRKCG	0.0650010406971
DPYSL5	0.0647112652659
DAB1	0.0645045638084
FOXA2	0.0641650184989
C20orf56	0.0637525618076
LOC100130238	0.06359371542930001
FBN3	0.062434583902400004
KCNC2	0.0624237656593
SCGN	0.0623220205307
C21orf29	0.0621802695096
EMID2	0.06140040233730001
LINGO2	0.061380252242099996
TMEM132D	0.060973547399
HRNBP3	0.060775693506
KCNN1	0.060641814023299996
HMX1	0.0602648109198
ASXL3	0.060036573559
ZFR2	0.059675578028
KCNA1	0.059541113674599994
TNNT1	0.059368580579800004
MGC45800	0.0591972023249
KCNQ2	0.0585609413683
SLC1A6	0.058323636651
SLC6A15	0.058237709105
ZNF492	0.0569530315697
BTBD17	0.056682869792
CHRNA4	0.056604925543099996
POU6F2	0.0565829873085
SHISA7	0.0565266236663
SSTR5	0.0561862103641
KCNJ4	0.05610797926780001
IGF2BP1	0.0557266324759
LRTM2	0.055490713566500004
HNF4A	0.0551656298339
A2BP1	0.054826099425599996
CHRNB2	0.0548232160509
DACT2	0.054717563092700004
