geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0030855	epithelial cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0030855	273	21	6.419554455445544	3.271255060728745	7.97373167049642e-7	0.0022827072640078327	579;3713;3868;3975;4825;6098;6278;6664;6699;6707;7476;7490;8796;9119;9370;23581;25818;25984;26585;43849;286887	CASP14;KLK5;LHX1;ADIPOQ;SCEL;ROS1;SPRR1B;IVL;KRT75;WT1;NKX6-1;KRT6C;KLK12;WNT7A;GREM1;NKX3-2;KRT23;KRT16;SOX11;S100A7;SPRR3
GO:0022617	extracellular matrix disassembly	http://amigo.geneontology.org/amigo/term/GO:0022617	36	8	0.8465346534653465	9.450292397660819	1.2238066682268567e-6	0.0022827072640078327	2191;4314;4316;4317;4322;5650;9622;25818	MMP13;KLK5;KLK4;KLK7;MMP3;MMP8;FAP;MMP7
GO:0070268	cornification	http://amigo.geneontology.org/amigo/term/GO:0070268	63	10	1.4814356435643565	6.750208855472013	1.464211403789939e-6	0.0022827072640078327	3713;3868;6699;6707;9119;23581;25818;25984;43849;286887	CASP14;KLK5;SPRR1B;IVL;KRT75;KRT6C;KLK12;KRT23;KRT16;SPRR3
GO:0030216	keratinocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0030216	95	12	2.233910891089109	5.3717451523545705	1.5521262812789871e-6	0.0022827072640078327	3713;3868;6278;6699;6707;8796;9119;23581;25818;25984;43849;286887	CASP14;KLK5;SCEL;SPRR1B;IVL;KRT75;KRT6C;KLK12;KRT23;KRT16;S100A7;SPRR3
GO:0060429	epithelium development	http://amigo.geneontology.org/amigo/term/GO:0060429	445	27	10.464108910891088	2.5802483737433475	1.8661766383321066e-6	0.0022827072640078327	579;2019;3713;3868;3975;4825;6098;6278;6356;6492;6664;6699;6707;6910;7476;7490;8796;9119;9370;9464;23581;25818;25984;26585;43849;81792;286887	CASP14;KLK5;LHX1;CCL11;ADIPOQ;SCEL;ROS1;SPRR1B;IVL;KRT75;TBX5;WT1;EN1;NKX6-1;HAND2;KRT6C;KLK12;WNT7A;GREM1;SIM1;NKX3-2;KRT23;KRT16;SOX11;ADAMTS12;S100A7;SPRR3
GO:0031424	keratinization	http://amigo.geneontology.org/amigo/term/GO:0031424	69	10	1.6225247524752475	6.16323417238749	3.4672868907126286e-6	0.003534321103933073	3713;3868;6699;6707;9119;23581;25818;25984;43849;286887	CASP14;KLK5;SPRR1B;IVL;KRT75;KRT6C;KLK12;KRT23;KRT16;SPRR3
GO:0030574	collagen catabolic process	http://amigo.geneontology.org/amigo/term/GO:0030574	21	6	0.4938118811881188	12.150375939849624	5.888992006708449e-6	0.00514529644471841	2191;4314;4316;4317;4322;5653	MMP13;KLK6;MMP3;MMP8;FAP;MMP7
GO:0009913	epidermal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0009913	109	12	2.5631188118811883	4.681796233703524	6.784440401808034e-6	0.005186704687182242	3713;3868;6278;6699;6707;8796;9119;23581;25818;25984;43849;286887	CASP14;KLK5;SCEL;SPRR1B;IVL;KRT75;KRT6C;KLK12;KRT23;KRT16;S100A7;SPRR3
GO:0008544	epidermis development	http://amigo.geneontology.org/amigo/term/GO:0008544	163	14	3.832920792079208	3.652567000322893	2.0557343699101338e-5	0.01396985711818931	3713;3868;5650;6278;6699;6707;8796;9119;23581;25818;25984;43849;51806;286887	CASP14;KLK5;CALML5;SCEL;KLK7;SPRR1B;IVL;KRT75;KRT6C;KLK12;KRT23;KRT16;S100A7;SPRR3
GO:0030198	extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:0030198	191	15	4.491336633663367	3.339763020115734	2.96696361237192e-5	0.01750551328014094	1300;1301;1311;2191;3381;3694;4314;4316;4317;4322;5650;7490;9622;25818;26585	MMP13;COL10A1;COL11A1;KLK5;IBSP;COMP;KLK4;KLK7;MMP3;MMP8;WT1;GREM1;FAP;MMP7;ITGB6
